"","binomial"
"12202","Matayba opaca"
"12203","Matayba oppositifolia"
"12204","Matayba pallens"
"12205","Matayba purgans"
"12206","Matayba scrobiculata"
"12207","Matayba sppAlterdoc1"
"12208","Matayba sppAraracua1"
"12209","Matayba sppBRi1"
"12210","Matayba sppCarajas1"
"12211","Matayba sppCuangos1"
"12212","Matayba sppCuzcoama1"
"12213","Matayba sppFPnet1"
"12214","Matayba sppFincaz1"
"12215","Matayba sppMadidi1"
"12216","Matayba sppMaquipuc1"
"12217","Matayba sppPE1"
"12218","Matayba sppRAINFOR1"
"12219","Matayba sppRiomanso1"
"12220","Matayba sppRiotavar1"
"12221","Matayba sppSucusari1"
"12222","Matayba sppTEAM1"
"12223","Matayba sppTEAM2"
"12224","Matayba sppTEAM3"
"12225","Matayba sppTEAM4"
"12226","Matayba sppTEAM5"
"12227","Matayba sppTEAM6"
"12228","Matayba sppTEAM7"
"12229","Matayba spruceana"
"12230","Matayba sylvatica"
"12231","Matelea humboldtiana"
"12232","Matelea macrocarpa"
"12233","Matisia bicolor"
"12234","Matisia bracteolosa"
"12235","Matisia cordata"
"12236","Matisia hirta"
"12237","Matisia idroboi"
"12238","Matisia intricata"
"12239","Matisia longiflora"
"12240","Matisia malacocalyx"
"12241","Matisia obliquifolia"
"12242","Matisia oblongifolia"
"12243","Matisia ochrocalyx"
"12244","Matisia rhombifolia"
"12245","Matisia soegengii"
"12246","Matisia sppFPnet1"
"12247","Matisia sppRAINFOR1"
"12248","Matisia sppTEAM1"
"12249","Mauria heterophylla"
"12250","Mauria sppRAINFOR1"
"12251","Mauria suaveolens"
"12252","Mauritia flexuosa"
"12253","Mauritia sppPE1"
"12254","Mauritiella aculeata"
"12255","Mauritiella sppArcating1"
"12256","Mauritiella sppFPnet1"
"12257","Mauritiella sppRAINFOR1"
"12258","Maxillaria sppSacram1"
"12259","Maximiliana sppCuzcoama1"
"12260","Maximiliana sppRioheath1"
"12261","Maximiliana sppTEAM1"
"12262","Maxwellia lepidota"
"12263","Mayna amazonica"
"12264","Mayna carpotroche"
"12265","Mayna grandifolia"
"12266","Mayna odorata"
"12267","Mayna parvifolia"
"12268","Mayna sppCuzcoama1"
"12269","Maytenus acerifolia"
"12270","Maytenus acuminata"
"12271","Maytenus amazonica"
"12272","Maytenus ardisiaefolia"
"12273","Maytenus boaria"
"12274","Maytenus brasiliensis"
"12275","Maytenus dasyclada"
"12276","Maytenus distichophylla"
"12277","Maytenus ebenifolia"
"12278","Maytenus elliptica"
"12279","Maytenus evonymoides"
"12280","Maytenus gonoclada"
"12281","Maytenus guyanensis"
"12282","Maytenus krukovii"
"12283","Maytenus laevigata"
"12284","Maytenus longipes"
"12285","Maytenus macrocarpa"
"12286","Maytenus magnifolia"
"12287","Maytenus muelleri"
"12288","Maytenus myrsinoides"
"12289","Maytenus oblongata"
"12290","Maytenus ponceana"
"12291","Maytenus retusa"
"12292","Maytenus schippii"
"12293","Maytenus serrata"
"12294","Maytenus sppBRi1"
"12295","Maytenus sppBRii1"
"12296","Maytenus sppChaquima1"
"12297","Maytenus sppCutervo1"
"12298","Maytenus sppFPnet1"
"12299","Maytenus sppGF1"
"12300","Maytenus sppGF2"
"12301","Maytenus sppGF3"
"12302","Maytenus sppGF4"
"12303","Maytenus sppHachimal1"
"12304","Maytenus sppLinhares1"
"12305","Maytenus sppRAINFOR1"
"12306","Maytenus sppSCA1"
"12307","Maytenus sppSR1"
"12308","Maytenus sppSabanaru1"
"12309","Maytenus sppTEAM1"
"12310","Maytenus sppVencer1"
"12311","Maytenus verticillata"
"12312","Medinilla sppGenting1"
"12313","Medinilla sppPerinet1"
"12314","Medinilla sppVarirata1"
"12315","Medusanthera carolinensis"
"12316","Medusanthera gracilis"
"12317","Medusanthera laxiflora"
"12318","Medusanthera sppGenting1"
"12319","Medusanthera vitiensis"
"12320","Meiocarpidium lepidotum"
"12321","Meiogyne baillonii"
"12322","Meiogyne lecardii"
"12323","Meiogyne monosperma"
"12324","Meiogyne tiebaghiensis"
"12325","Meiogyne virgata"
"12326","Melaleuca quinquenervia"
"12327","Melaleuca sppUS1"
"12328","Melanochyla angustifolia"
"12329","Melanochyla auriculata"
"12330","Melanochyla caesia"
"12331","Melanochyla fulvinervis"
"12332","Melanochyla sppTEAM1"
"12333","Melanochyla tomentosa"
"12334","Melanolepis multiglandulosa"
"12335","Melanophylla alnifolia"
"12336","Melanophylla aucubifolia"
"12337","Melanophylla crenata"
"12338","Melanopsidium nigrum"
"12339","Melanorrhoea laccifera"
"12340","Melanorrhoea usitata"
"12341","Melanoxylon brauna"
"12342","Melanoxylum brownei"
"12343","Melastoma sppCuangos1"
"12344","Melastoma sppCutervo1"
"12345","Melastoma sppGenting1"
"12346","Melastomataceae sppGF1"
"12347","Melia azedarach"
"12348","Meliaceae sppIN1"
"12349","Meliaceae sppNC1"
"12350","Meliaceae sppSCA1"
"12351","Meliaceae sppSCA2"
"12352","Melicoccus bijugatus"
"12353","Melicoccus novogranatensis"
"12354","Melicoccus oliviformis"
"12355","Melicoccus pedicellaris"
"12356","Melicope clusiifolia"
"12357","Melicope elleryana"
"12358","Melicope glabra"
"12359","Melicope lunu ankenda"
"12360","Melicope sppNewcaldo1"
"12361","Melicope sppPacific1"
"12362","Melicope sppPalanan1"
"12363","Melicope sppUS1"
"12364","Melicope sppVarirata1"
"12365","Melicope triphylla"
"12366","Melicope vitiensis"
"12367","Meliosma alba"
"12368","Meliosma allenii"
"12369","Meliosma donnellsmithii"
"12370","Meliosma frondosa"
"12371","Meliosma glabrata"
"12372","Meliosma glossophylla"
"12373","Meliosma grandiflora"
"12374","Meliosma herbertii"
"12375","Meliosma martana"
"12376","Meliosma meridensis"
"12377","Meliosma myriantha"
"12378","Meliosma occidentalis"
"12379","Meliosma oldhamii"
"12380","Meliosma palustris"
"12381","Meliosma pittieriana"
"12382","Meliosma polyneura"
"12383","Meliosma pumila"
"12384","Meliosma rigida"
"12385","Meliosma sellowii"
"12386","Meliosma simiarum"
"12387","Meliosma solomonii"
"12388","Meliosma sppAchupall1"
"12389","Meliosma sppAntado1"
"12390","Meliosma sppAntado2"
"12391","Meliosma sppAntado3"
"12392","Meliosma sppAvalanch1"
"12393","Meliosma sppBRi1"
"12394","Meliosma sppCandamo1"
"12395","Meliosma sppCerroayp1"
"12396","Meliosma sppCerroesp1"
"12397","Meliosma sppCuevas1"
"12398","Meliosma sppFPnet1"
"12399","Meliosma sppGenting1"
"12400","Meliosma sppHachimal1"
"12401","Meliosma sppHuamani1"
"12402","Meliosma sppHumboldt1"
"12403","Meliosma sppIndiana1"
"12404","Meliosma sppJenarohe1"
"12405","Meliosma sppMaquipuc1"
"12406","Meliosma sppMiazi1"
"12407","Meliosma sppMurri1"
"12408","Meliosma sppRAINFOR1"
"12409","Meliosma sppRiotavar1"
"12410","Meliosma sppSCA1"
"12411","Meliosma sppSabanaru1"
"12412","Meliosma sppSacram1"
"12413","Meliosma sppSietecue1"
"12414","Meliosma sppTEAM1"
"12415","Meliosma sppTambupl1"
"12416","Meliosma sppTutunend1"
"12417","Meliosma sppUcumari1"
"12418","Meliosma sppUcumari2"
"12419","Meliosma sppUcumari3"
"12420","Meliosma sppUcumari4"
"12421","Meliosma sppVE1"
"12422","Meliosma sumacensis"
"12423","Meliosma tachirensis"
"12424","Meliosma tenua"
"12425","Meliosma violacea"
"12426","Melloa quadrivalis"
"12427","Melloa quadrivalvis"
"12428","Melochia sppUS1"
"12429","Melochia umbellata"
"12430","Melothria sppBaitete1"
"12431","Melotus roxhburginus"
"12432","Memecylon afzelii"
"12433","Memecylon amplexicaule"
"12434","Memecylon blackioides"
"12435","Memecylon cantleyi"
"12436","Memecylon dichotomum"
"12437","Memecylon fianarantse"
"12438","Memecylon fleuryi"
"12439","Memecylon lateriflorum"
"12440","Memecylon latifolium"
"12441","Memecylon lilacinum"
"12442","Memecylon megacarpum"
"12443","Memecylon memecyloides"
"12444","Memecylon minutiflorum"
"12445","Memecylon mocquerysi"
"12446","Memecylon myrianthum"
"12447","Memecylon normandii"
"12448","Memecylon oleifolium"
"12449","Memecylon oligoneurum"
"12450","Memecylon ovalifolium"
"12451","Memecylon polyanthemos"
"12452","Memecylon roseum"
"12453","Memecylon sppBaitete1"
"12454","Memecylon sppBanyong1"
"12455","Memecylon sppCDi1"
"12456","Memecylon sppGA1"
"12457","Memecylon sppGA2"
"12458","Memecylon sppGA3"
"12459","Memecylon sppNosymang1"
"12460","Memecylon sppNosymang2"
"12461","Memecylon sppNosymang3"
"12462","Memecylon sppPalanan1"
"12463","Memecylon sppPerinet1"
"12464","Memecylon sppPerinet2"
"12465","Memecylon sppPugu1"
"12466","Memecylon trinerve"
"12467","Memecylon wallichii"
"12468","Memora adenophora"
"12469","Memora aspericarpa"
"12470","Memora bracteosa"
"12471","Memora cladotricha"
"12472","Memora croatii"
"12473","Memora flavida"
"12474","Memora florida"
"12475","Memora magnifica"
"12476","Memora moringifolia"
"12477","Memora patula"
"12478","Memora pseudopatula"
"12479","Memora sppRAINFOR1"
"12480","Memora sppRiomanso1"
"12481","Memora tanaeciicarpa"
"12482","Memora valida"
"12483","Mendoncia flagellaris"
"12484","Mendoncia glabra"
"12485","Mendoncia gracilis"
"12486","Mendoncia lindaviana"
"12487","Mendoncia mutisii"
"12488","Mendoncia pedunculata"
"12489","Mendoncia pennellii"
"12490","Mendoncia reticulata"
"12491","Mendoncia retusa"
"12492","Mendoncia sppAltodemi1"
"12493","Mendoncia sppAnchicay1"
"12494","Mendoncia sppBelem1"
"12495","Mendoncia sppBilsa1"
"12496","Mendoncia sppBoraceia1"
"12497","Mendoncia sppCalabate1"
"12498","Mendoncia sppCamorin1"
"12499","Mendoncia sppCandamo1"
"12500","Mendoncia sppCochacas1"
"12501","Mendoncia sppCuzcoama1"
"12502","Mendoncia sppDucke1"
"12503","Mendoncia sppFarall1"
"12504","Mendoncia sppFincaz1"
"12505","Mendoncia sppHachimal1"
"12506","Mendoncia sppHuamani1"
"12507","Mendoncia sppJauneche1"
"12508","Mendoncia sppLaselva1"
"12509","Mendoncia sppLinhares1"
"12510","Mendoncia sppMadidi1"
"12511","Mendoncia sppMaquipuc1"
"12512","Mendoncia sppMurri1"
"12513","Mendoncia sppNangarit1"
"12514","Mendoncia sppNdakanni1"
"12515","Mendoncia sppPasoh301"
"12516","Mendoncia sppPerinet1"
"12517","Mendoncia sppRionegro1"
"12518","Mendoncia sppRiotavar1"
"12519","Menispermaceae sppSCA1"
"12520","Meriania acida"
"12521","Meriania antioquiensis"
"12522","Meriania hexamera"
"12523","Meriania longifolia"
"12524","Meriania maxima"
"12525","Meriania phlomoides"
"12526","Meriania quintuplinervis"
"12527","Meriania sppAltodemi1"
"12528","Meriania sppCampano1"
"12529","Meriania sppCutervo1"
"12530","Meriania sppFPnet1"
"12531","Meriania sppFarall1"
"12532","Meriania sppMaquipuc1"
"12533","Meriania sppSietecue1"
"12534","Meriania sppUcumari1"
"12535","Meriania sppVE1"
"12536","Merremia peltata"
"12537","Meryta balansae"
"12538","Meryta coriacea"
"12539","Meryta macrophylla"
"12540","Meryta oxylaena"
"12541","Meryta pedunculata"
"12542","Meryta senfftiana"
"12543","Mesechites trifida"
"12544","Mesua assamica"
"12545","Mesua corneri"
"12546","Mesua ferrea"
"12547","Mesua grandis"
"12548","Mesua kunstleri"
"12549","Mesua lepidota"
"12550","Mesua racemosa"
"12551","Mesua sppGenting1"
"12552","Mesua sppGenting2"
"12553","Mesua wrayi"
"12554","Metalepis cubensis"
"12555","Metopium brownei"
"12556","Metopium toxiferum"
"12557","Metrodorea flavida"
"12558","Metrodorea nigra"
"12559","Metrodorea sppBOi1"
"12560","Metrodorea sppCarajas1"
"12561","Metrodorea sppFPnet1"
"12562","Metrodorea sppRAINFOR1"
"12563","Metrosideros brevistylis"
"12564","Metrosideros laurifolia"
"12565","Metrosideros polymorpha"
"12566","Metrosideros tardiflora"
"12567","Metteniusa sppAntado1"
"12568","Metteniusa sppHuamani1"
"12569","Metteniusa sppRAINFOR1"
"12570","Metteniusa tessmanniana"
"12571","Meyna laxiflora"
"12572","Mezilaurus duckei"
"12573","Mezilaurus itauba"
"12574","Mezilaurus lindaviana"
"12575","Mezilaurus opaca"
"12576","Mezilaurus palcazuensis"
"12577","Mezilaurus sppCabezade1"
"12578","Mezilaurus sppFPnet1"
"12579","Mezilaurus sppGF1"
"12580","Mezilaurus sppRAINFOR1"
"12581","Mezilaurus sppTEAM1"
"12582","Mezilaurus sprucei"
"12583","Mezilaurus subcordata"
"12584","Mezilaurus synandra"
"12585","Mezilaurus triunca"
"12586","Mezzettia leptopoda"
"12587","Michelia champaca"
"12588","Michelia chapensis"
"12589","Michelia compressa"
"12590","Michelia foveolata"
"12591","Michelia maudiae"
"12592","Michelia nilagirica"
"12593","Michelia rufibarbata"
"12594","Michelia skinneriana"
"12595","Michelia tonkinensis"
"12596","Miconia  tetrasperma"
"12597","Miconia acuminata"
"12598","Miconia acuminifera"
"12599","Miconia acutipetala"
"12600","Miconia affinis"
"12601","Miconia albicans"
"12602","Miconia ampla"
"12603","Miconia appendiculata"
"12604","Miconia aprica"
"12605","Miconia arborea"
"12606","Miconia argentea"
"12607","Miconia argyrophylla"
"12608","Miconia aulocalyx"
"12609","Miconia aurea"
"12610","Miconia aureoides"
"12611","Miconia barbeyana"
"12612","Miconia barbinervis"
"12613","Miconia biglandulosa"
"12614","Miconia brachyanthera"
"12615","Miconia brachybotrya"
"12616","Miconia bracteolata"
"12617","Miconia brittonii"
"12618","Miconia bubalina"
"12619","Miconia budlejoides"
"12620","Miconia burchellii"
"12621","Miconia cabucu"
"12622","Miconia calophylla"
"12623","Miconia calvescens"
"12624","Miconia caudata"
"12625","Miconia centrodesma"
"12626","Miconia chartacea"
"12627","Miconia chrysophylla"
"12628","Miconia cinerascens"
"12629","Miconia cinnamomifolia"
"12630","Miconia coelestis"
"12631","Miconia collatata"
"12632","Miconia compressa"
"12633","Miconia crocea"
"12634","Miconia cubatanensis"
"12635","Miconia cuspidata"
"12636","Miconia cyanocarpa"
"12637","Miconia decurrens"
"12638","Miconia dispar"
"12639","Miconia dodecandra"
"12640","Miconia dolichorrhyncha"
"12641","Miconia dorsiloba"
"12642","Miconia elaeagnoides"
"12643","Miconia elata"
"12644","Miconia elongata"
"12645","Miconia erioclada"
"12646","Miconia eriodonta"
"12647","Miconia fasciculata"
"12648","Miconia floribunda"
"12649","Miconia glaucescens"
"12650","Miconia glomerulifera"
"12651","Miconia griffisii"
"12652","Miconia guianensis"
"12653","Miconia holosericea"
"12654","Miconia hyemalis"
"12655","Miconia hypoleuca"
"12656","Miconia impetiolaris"
"12657","Miconia inconspicua"
"12658","Miconia jahnii"
"12659","Miconia juruensis"
"12660","Miconia klugii"
"12661","Miconia laevigata"
"12662","Miconia lamprophylla"
"12663","Miconia lanata"
"12664","Miconia lasiocalyx"
"12665","Miconia lasiostyla"
"12666","Miconia lehmannii"
"12667","Miconia lepidota"
"12668","Miconia ligulata"
"12669","Miconia ligustrina"
"12670","Miconia ligustroides"
"12671","Miconia lonchophylla"
"12672","Miconia longifolia"
"12673","Miconia lourteigiana"
"12674","Miconia lugonis"
"12675","Miconia lurida"
"12676","Miconia matthaei"
"12677","Miconia mazanana"
"12678","Miconia micropetala"
"12679","Miconia minutiflora"
"12680","Miconia mirabilis"
"12681","Miconia molinopampana"
"12682","Miconia multispicata"
"12683","Miconia myriantha"
"12684","Miconia napoana"
"12685","Miconia nervosa"
"12686","Miconia nigricans"
"12687","Miconia nutans"
"12688","Miconia octopetala"
"12689","Miconia pachyphylla"
"12690","Miconia pergamentacea"
"12691","Miconia petropolitana"
"12692","Miconia pilgeriana"
"12693","Miconia plena"
"12694","Miconia plukenetii"
"12695","Miconia plumifera"
"12696","Miconia poeppigii"
"12697","Miconia prasina"
"12698","Miconia pterocaulon"
"12699","Miconia pubipetala"
"12700","Miconia punctata"
"12701","Miconia pusilliflora"
"12702","Miconia pustulata"
"12703","Miconia pycnoneura"
"12704","Miconia pyrifolia"
"12705","Miconia racemosa"
"12706","Miconia reducens"
"12707","Miconia regelii"
"12708","Miconia resima"
"12709","Miconia rimalis"
"12710","Miconia ruficalyx"
"12711","Miconia rugosa"
"12712","Miconia rupticalyx"
"12713","Miconia saltuensis"
"12714","Miconia schlimii"
"12715","Miconia sellowiana"
"12716","Miconia serialis"
"12717","Miconia serrulata"
"12718","Miconia setulosa"
"12719","Miconia simplex"
"12720","Miconia smaragdina"
"12721","Miconia smithii"
"12722","Miconia sparrei"
"12723","Miconia spennerostachya"
"12724","Miconia splendens"
"12725","Miconia sppAchupall1"
"12726","Miconia sppAchupall2"
"12727","Miconia sppAchupall3"
"12728","Miconia sppAchupall4"
"12729","Miconia sppAchupall5"
"12730","Miconia sppAchupall6"
"12731","Miconia sppAchupall7"
"12732","Miconia sppAchupall8"
"12733","Miconia sppAchupall9"
"12734","Miconia sppAllpahua1"
"12735","Miconia sppAlterdoc1"
"12736","Miconia sppAltodemi1"
"12737","Miconia sppAltodemi2"
"12738","Miconia sppAltodemi3"
"12739","Miconia sppAltodemi4"
"12740","Miconia sppAltodemi5"
"12741","Miconia sppAltodemi6"
"12742","Miconia sppAltosapa1"
"12743","Miconia sppAltosapa2"
"12744","Miconia sppAltosapa3"
"12745","Miconia sppAltosapa4"
"12746","Miconia sppAltosapa5"
"12747","Miconia sppAltosapa6"
"12748","Miconia sppAltosapa7"
"12749","Miconia sppAltosapa8"
"12750","Miconia sppAltosapa9"
"12751","Miconia sppAnchicay1"
"12752","Miconia sppAnchicay10"
"12753","Miconia sppAnchicay11"
"12754","Miconia sppAnchicay12"
"12755","Miconia sppAnchicay13"
"12756","Miconia sppAnchicay14"
"12757","Miconia sppAnchicay15"
"12758","Miconia sppAnchicay16"
"12759","Miconia sppAnchicay2"
"12760","Miconia sppAnchicay3"
"12761","Miconia sppAnchicay4"
"12762","Miconia sppAnchicay5"
"12763","Miconia sppAnchicay6"
"12764","Miconia sppAnchicay7"
"12765","Miconia sppAnchicay8"
"12766","Miconia sppAnchicay9"
"12767","Miconia sppAntado1"
"12768","Miconia sppAntado2"
"12769","Miconia sppAntado3"
"12770","Miconia sppAntado4"
"12771","Miconia sppAntado5"
"12772","Miconia sppAntado6"
"12773","Miconia sppAntado7"
"12774","Miconia sppAntado8"
"12775","Miconia sppAntado9"
"12776","Miconia sppAraracua1"
"12777","Miconia sppAraracua2"
"12778","Miconia sppAraracua3"
"12779","Miconia sppAraracua4"
"12780","Miconia sppAraracua5"
"12781","Miconia sppBOi1"
"12782","Miconia sppBOi2"
"12783","Miconia sppBOi3"
"12784","Miconia sppBOi4"
"12785","Miconia sppBRi1"
"12786","Miconia sppBRii1"
"12787","Miconia sppBerbicer1"
"12788","Miconia sppBerbicer2"
"12789","Miconia sppBerbicer3"
"12790","Miconia sppBerbicer4"
"12791","Miconia sppBilsa1"
"12792","Miconia sppBoraceia1"
"12793","Miconia sppCR1"
"12794","Miconia sppCabezade2"
"12795","Miconia sppCalabate1"
"12796","Miconia sppCalabate2"
"12797","Miconia sppCalabate3"
"12798","Miconia sppCalabate4"
"12799","Miconia sppCalabate5"
"12800","Miconia sppCalabate6"
"12801","Miconia sppCalabate7"
"12802","Miconia sppCalabate8"
"12803","Miconia sppCampano1"
"12804","Miconia sppCandamo1"
"12805","Miconia sppCandamo2"
"12806","Miconia sppCandamo3"
"12807","Miconia sppCarajas1"
"12808","Miconia sppCarpanta1"
"12809","Miconia sppCedral1"
"12810","Miconia sppCedral2"
"12811","Miconia sppCedral3"
"12812","Miconia sppCedral4"
"12813","Miconia sppCedral5"
"12814","Miconia sppCedral6"
"12815","Miconia sppCentinel1"
"12816","Miconia sppCerroayp1"
"12817","Miconia sppCerroesp1"
"12818","Miconia sppCerroesp2"
"12819","Miconia sppChirinos1"
"12820","Miconia sppChorrobl1"
"12821","Miconia sppChorrobl2"
"12822","Miconia sppChorrobl3"
"12823","Miconia sppConstanc1"
"12824","Miconia sppConstanc2"
"12825","Miconia sppConstanc3"
"12826","Miconia sppConstanc4"
"12827","Miconia sppConstanc5"
"12828","Miconia sppConstanc6"
"12829","Miconia sppConstanc8"
"12830","Miconia sppCuangos1"
"12831","Miconia sppCuangos10"
"12832","Miconia sppCuangos11"
"12833","Miconia sppCuangos12"
"12834","Miconia sppCuangos2"
"12835","Miconia sppCuangos3"
"12836","Miconia sppCuangos4"
"12837","Miconia sppCuangos5"
"12838","Miconia sppCuangos6"
"12839","Miconia sppCuangos7"
"12840","Miconia sppCuangos8"
"12841","Miconia sppCuangos9"
"12842","Miconia sppCueva1"
"12843","Miconia sppCuevas1"
"12844","Miconia sppCuevas2"
"12845","Miconia sppCuevas3"
"12846","Miconia sppCutervo1"
"12847","Miconia sppCutervo2"
"12848","Miconia sppCutervo3"
"12849","Miconia sppCuyas1"
"12850","Miconia sppCuyas2"
"12851","Miconia sppDucke1"
"12852","Miconia sppDucke2"
"12853","Miconia sppDucke3"
"12854","Miconia sppDucke4"
"12855","Miconia sppDureno1"
"12856","Miconia sppDureno2"
"12857","Miconia sppFPnet1"
"12858","Miconia sppFarall2"
"12859","Miconia sppFincam1"
"12860","Miconia sppFincam3"
"12861","Miconia sppFincam4"
"12862","Miconia sppFincam5"
"12863","Miconia sppFincaz1"
"12864","Miconia sppFincaz2"
"12865","Miconia sppFincaz3"
"12866","Miconia sppGF1"
"12867","Miconia sppGentry1"
"12868","Miconia sppHachimal1"
"12869","Miconia sppHachimal2"
"12870","Miconia sppHachimal3"
"12871","Miconia sppHachimal4"
"12872","Miconia sppHachimal5"
"12873","Miconia sppHuamani1"
"12874","Miconia sppHumboldt2"
"12875","Miconia sppIncahuar1"
"12876","Miconia sppIncahuar2"
"12877","Miconia sppIncahuar3"
"12878","Miconia sppIncahuar4"
"12879","Miconia sppJejuimi1"
"12880","Miconia sppJenarohe1"
"12881","Miconia sppJenarohe2"
"12882","Miconia sppJenarohe3"
"12883","Miconia sppJenarohe4"
"12884","Miconia sppLagenoa1"
"12885","Miconia sppLaplanad1"
"12886","Miconia sppLaplanad2"
"12887","Miconia sppLaplanad4"
"12888","Miconia sppLaplanad5"
"12889","Miconia sppLaplanad6"
"12890","Miconia sppLaraya1"
"12891","Miconia sppLaraya2"
"12892","Miconia sppLaselva1"
"12893","Miconia sppLuquillo1"
"12894","Miconia sppMadidi1"
"12895","Miconia sppMadidi2"
"12896","Miconia sppMadidi3"
"12897","Miconia sppMadidi4"
"12898","Miconia sppMadidi5"
"12899","Miconia sppMadidiri1"
"12900","Miconia sppMadidiri2"
"12901","Miconia sppMagsasay1"
"12902","Miconia sppManaus1"
"12903","Miconia sppMiazi1"
"12904","Miconia sppMiazi2"
"12905","Miconia sppMiazi3"
"12906","Miconia sppMiazi4"
"12907","Miconia sppMiazi5"
"12908","Miconia sppMiazi6"
"12909","Miconia sppMiazi7"
"12910","Miconia sppMiazi8"
"12911","Miconia sppMurri2"
"12912","Miconia sppMurri3"
"12913","Miconia sppMurri4"
"12914","Miconia sppMurri5"
"12915","Miconia sppMurri6"
"12916","Miconia sppMurri7"
"12917","Miconia sppMurri8"
"12918","Miconia sppNangarit1"
"12919","Miconia sppNangarit2"
"12920","Miconia sppNangarit3"
"12921","Miconia sppNangarit4"
"12922","Miconia sppNangarit5"
"12923","Miconia sppNangarit6"
"12924","Miconia sppNeusa1"
"12925","Miconia sppNuevomun1"
"12926","Miconia sppPE1"
"12927","Miconia sppPersever1"
"12928","Miconia sppPipeline1"
"12929","Miconia sppPipeline2"
"12930","Miconia sppProviden1"
"12931","Miconia sppRAINFOR1"
"12932","Miconia sppRioheath1"
"12933","Miconia sppRioheath2"
"12934","Miconia sppRioheath3"
"12935","Miconia sppRioheath4"
"12936","Miconia sppRioheath5"
"12937","Miconia sppRionegro1"
"12938","Miconia sppRionegro2"
"12939","Miconia sppRionegro3"
"12940","Miconia sppRiotavar1"
"12941","Miconia sppRiotavar10"
"12942","Miconia sppRiotavar11"
"12943","Miconia sppRiotavar2"
"12944","Miconia sppRiotavar3"
"12945","Miconia sppRiotavar4"
"12946","Miconia sppRiotavar5"
"12947","Miconia sppRiotavar6"
"12948","Miconia sppRiotavar7"
"12949","Miconia sppRiotavar8"
"12950","Miconia sppRiotavar9"
"12951","Miconia sppSCA1"
"12952","Miconia sppSCA2"
"12953","Miconia sppSR1"
"12954","Miconia sppSabanaru1"
"12955","Miconia sppSabanaru2"
"12956","Miconia sppSabanaru3"
"12957","Miconia sppSacram1"
"12958","Miconia sppSacram2"
"12959","Miconia sppSacram3"
"12960","Miconia sppSacram4"
"12961","Miconia sppShiringa1"
"12962","Miconia sppShiringa2"
"12963","Miconia sppShiringa3"
"12964","Miconia sppShiringa4"
"12965","Miconia sppSietecue1"
"12966","Miconia sppSucusari1"
"12967","Miconia sppSucusari2"
"12968","Miconia sppTEAM1"
"12969","Miconia sppTEAM2"
"12970","Miconia sppTEAM3"
"12971","Miconia sppTEAM4"
"12972","Miconia sppTamblat21"
"12973","Miconia sppTambupl1"
"12974","Miconia sppUcumari1"
"12975","Miconia sppUcumari2"
"12976","Miconia sppUcumari3"
"12977","Miconia sppUcumari4"
"12978","Miconia sppUcumari5"
"12979","Miconia sppUcumari6"
"12980","Miconia sppVE1"
"12981","Miconia sppVencer1"
"12982","Miconia sppVencer2"
"12983","Miconia sppVencer3"
"12984","Miconia stevensiana"
"12985","Miconia stipitata"
"12986","Miconia subandicola"
"12987","Miconia symplectocaulos"
"12988","Miconia terera"
"12989","Miconia ternatifolia"
"12990","Miconia tetrandra"
"12991","Miconia tetrasperma"
"12992","Miconia tetraspermoides"
"12993","Miconia theazans"
"12994","Miconia theizans"
"12995","Miconia tinifolia"
"12996","Miconia tomentosa"
"12997","Miconia tonduzii"
"12998","Miconia trinervia"
"12999","Miconia triplinervis"
"13000","Miconia tschudyoides"
"13001","Miconia valtheri"
"13002","Miconia zubenetana"
"13003","Micrandra elata"
"13004","Micrandra rossiana"
"13005","Micrandra siphonioides"
"13006","Micrandra siphonoides"
"13007","Micrandra sppJenarohe1"
"13008","Micrandra sppNuevomun1"
"13009","Micrandra sppSCA1"
"13010","Micrandra spruceana"
"13011","Micrandropsis scleroxylon"
"13012","Microberlinia brazzavillensis"
"13013","Microcos coriacea"
"13014","Microcos fibrocarpa"
"13015","Microcos florida"
"13016","Microcos grandiflora"
"13017","Microcos latifolia"
"13018","Microcos laurifolia"
"13019","Microcos paniculata"
"13020","Microcos sppGentry1"
"13021","Microcos sppVarirata1"
"13022","Microcos stylocarpa"
"13023","Microdesmis afrodecandra"
"13024","Microdesmis caseariaefolia"
"13025","Microdesmis caseariifolia"
"13026","Microdesmis haumaniana"
"13027","Microdesmis keayana"
"13028","Microdesmis puberula"
"13029","Microdesmis sppBanyong1"
"13030","Microdesmis sppBanyong2"
"13031","Microdesmis sppCM1"
"13032","Microdesmis sppFPnet1"
"13033","Microdesmis sppGA4"
"13034","Microdesmis yafungana"
"13035","Microdesmis zenkeri"
"13036","Micromelum integerrimum"
"13037","Micromelum pubescens"
"13038","Micromelum sppPacific1"
"13039","Micronychia tsiramiramy"
"13040","Micropholis acutangula"
"13041","Micropholis brochidodroma"
"13042","Micropholis casiquiarensis"
"13043","Micropholis crassipedicellata"
"13044","Micropholis crotonoides"
"13045","Micropholis cylindrocarpa"
"13046","Micropholis egensis"
"13047","Micropholis garciniifolia"
"13048","Micropholis gardneriana"
"13049","Micropholis gnaphaloclados"
"13050","Micropholis guyanensis"
"13051","Micropholis longipedicellata"
"13052","Micropholis macrophylla"
"13053","Micropholis madeirensis"
"13054","Micropholis melinoniana"
"13055","Micropholis mensalis"
"13056","Micropholis obscura"
"13057","Micropholis porphyrocarpa"
