"","ID_AE","U","Unit_U","V","Unit_V","W","Unit_W","X","Unit_X","Z","Unit_Z","Min_X","Max_X","Min_Z","Max_Z","Output","Output_TR","Unit_Y","Age","Veg_Component","Equation","Substitute_equation","Top_dob","Stump_height","R2","R2_Adjusted","RMSE","SEE","Corrected_for_bias","Bias_correction","Ratio_equation","Segmented_equation","Sample_size","Population","B","Bd","Bg","Bt","L","Rb","Rf","Rm","S","T","F","Vegetation_type","Tree_type","Location","Region","Country","Country_3166_3","Continent","Zone_FAO","Zone_Holdridge","Ecoregion_Udvardy","Ecoregion_WWF","Division_Bailey","Latitude","Longitude","Family","Genus","Species","Subspecies","Species_author","Species_local_name","Species_local_name_iso","Species_local_name_latin","Reference_author","Reference_year","Reference","Operator","Contributor","Remark","Contact"
"385",39548,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,6.7,64.1,NA,NA,"Carbon",NA,"kg",NA,"Whole tree (aboveground)","(0.0485*X^2.3988)","(0.0485*(DBH)^2.3988)",NA,NA,0.99,NA,NA,NA,NA,NA,NA,NA,"25","Individual",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Tree","Tlaxcala",NA,"Mexico","MEX","North America",NA,NA,NA,NA,NA,19.670833,-98.2,"Pinaceae","Pinus","patula",NA,NA,NA,NA,NA,"Díaz",2005,"Díaz, R. 2005. Determinación de ecuaciones alométricas para estimar biomasa y carbono en el estrato aéreo en bosques de Pinus patula Schl. Cham. en Tlaxcala México. Tesis Profesional. Universidad Nacional Autónoma Chapingo. México. 50 p.","www.mrv.mx","PNUD-CONAFOR","http://www.mrv.mx/modelosalometricos",NA
"386",39550,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,NA,NA,NA,"Biomass",NA,"kg",NA,"Whole tree (aboveground)","(0.048454*X^2.58164)","(0.048454*(DBH)^2.58164)",NA,NA,0.99,NA,NA,NA,NA,NA,NA,NA,"10","Individual",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Tree","Tamaulipas",NA,"Mexico","MEX","North America",NA,NA,NA,NA,NA,22.925,-99.097222,"Tiliaceae","Tilia","americana var. mexicana",NA,NA,NA,NA,NA,"Rodríguez",2007,"Rodríguez R., J. Jiménez, J. Meza, O. Aguirre y R. Razo. 2008. Carbono contenido en un bosque tropical subcaducifolio en la reserva de la biosfera el cielo, Tamaulipas, México. Revista Latinoamericana de Recursos Naturales 4 (2):215 -222.","www.mrv.mx","PNUD-CONAFOR","Bosque tropical subcaducifolio, biomasa, CO2, Reserva de la Biosfera El Cielo, Tamaulipas http://www.mrv.mx/modelosalometricos",NA
"387",39571,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,6.1,42,NA,NA,"Biomass",NA,"kg",NA,"Aboveground biomass","0.0639*(X^2.349)","0.0639*((DBH)^2.349)",NA,NA,0.94,NA,NA,NA,NA,NA,NA,NA,"17","Individual",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"Tree","Jambi",NA,"Indonesia","IDN","Asia","Tropical rainforest","Subtropical wet forest","Mixed island systems","Tropical and subtropical moist broadleaf forests",NA,-1.49,102.44,"Unknown","All","All",NA,NA,NA,NA,NA,"Thojib, A. et al",2002,"Krisnawati, H., W. C. Adinugroho and R. Imanuddin (2012). Monograph Allometric Models for Estimating Tree Biomass at Vrious Forest Ecosystem Types in Indonesia. Bogor, Indonesia, Research and Development Center for Conservation and Rehabilitation,  Forestry Research and Development Agency, Ministry of Forestry.","Mohamad Danial","FRIM","Mixed species (70 years)",NA
"388",39572,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,10.3,48,NA,NA,"Biomass",NA,"kg",NA,"Aboveground biomass","0.0639*(X^2.390)","0.0639*((DBH)^2.390)",NA,NA,0.97,NA,NA,NA,NA,NA,NA,NA,"21","Individual",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"Tree","Jambi",NA,"Indonesia","IDN","Asia","Tropical rainforest","Subtropical wet forest","Mixed island systems","Tropical and subtropical moist broadleaf forests",NA,-1.49,102.44,"Unknown","All","All",NA,NA,NA,NA,NA,"Thojib, A. et al",2002,"Krisnawati, H., W. C. Adinugroho and R. Imanuddin (2012). Monograph Allometric Models for Estimating Tree Biomass at Vrious Forest Ecosystem Types in Indonesia. Bogor, Indonesia, Research and Development Center for Conservation and Rehabilitation,  Forestry Research and Development Agency, Ministry of Forestry.","Mohamad Danial","FRIM","Mixed species (20 years)",NA
"389",39589,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,5,15,NA,NA,"Volume",NA,"m3",NA,"total","0.007*X-0.0440","Volume=0.007*(DBH)-0.0440",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Individual",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,"Tree","Kakamega forest",NA,"Kenya","KEN","Africa","Tropical mountain system","Subtropical moist forest","Tropical dry forests / Woodlands","Tropical and subtropical grasslands, savannas, and shrublands",NA,0.27162,34.8817,"Cupressaceae","Cupressus","lusitanica",NA,NA,NA,NA,NA,"Bradley P.N. and Kuyper J.B.H.",1988,"Bradley, P.N. and Jan.B.H., K. 1988. Woody biomass survey of Kakamega district. The Beijer institute, Nairobi, Kenya.","Matieu Henry","Carboafrica",NA,NA
"390",39595,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,4,79,NA,NA,"Biomass",NA,"kg",NA,"Above ground","0.0739*X^(2.5764)","Biomass=0.0739*(DBH)^(2.5764)",NA,0.3,0.94,NA,332.89,NA,NA,NA,NA,NA,"40","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"Tree","Katavi",NA,"United Republic of Tanzania","TZA","Africa","Tropical moist deciduous forest","Subtropical dry forest","Tropical dry forests / Woodlands","Tropical and subtropical grasslands, savannas, and shrublands",NA,-6.8333,31.0833,"Unknown","All","All",NA,NA,NA,NA,NA,"Mugasha, W. A., Eid, T., et al.",2013,"Mugasha, W. A., Eid, T., Bollandsås, O. M., Malimbwi, R. E., Chamshama, S. A. O., Zahabu, E. and Katani, J. Z. 2013. Allometric models for prediction of above- and belowground biomass of trees in the miombo woodlands of Tanzania. Forest Ecology and Management 310: 87 – 101.","Vincent G. Vyamana","FAO-Tanzania",NA,NA
"391",39606,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,55,NA,NA,"Biomass","log","kg tree -1",NA,"Above-ground biomass","#NAME?","#NAME?",NA,NA,NA,NA,NA,NA,TRUE,1.13,NA,NA,"37","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","Leos",NA,"Australia","AUS","Oceania","Temperate oceanic forest","Warm temperate dry forest","Evergreen Sclerophyllous forests","Temperate broadleaf and mixed forests",NA,-37.8381,147.7582,"Myrtaceae","Eucalyptus","cladocalyx",NA,NA,NA,NA,NA,"Paul, K. I., S. H. Roxburgh, et al.",2013,"Paul, K. I., S. H. Roxburgh, et al. (2013). ""Development and testing of allometric equations for estimating above-ground biomass of mixed-species environmental plantings."" Forest Ecology and Management 310(0): 483-494.","Anatoli Poultouchidou","UN-REDD",NA,NA
"392",39606,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,55,NA,NA,"Biomass","log","kg tree -1",NA,"Above-ground biomass","#NAME?","#NAME?",NA,NA,NA,NA,NA,NA,TRUE,1.13,NA,NA,"37","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","Strathearn",NA,"Australia","AUS","Oceania","Temperate mountain system","Warm temperate dry forest","Evergreen Sclerophyllous forests","Temperate broadleaf and mixed forests",NA,-35.0485,149.2325,"Myrtaceae","Eucalyptus","cladocalyx",NA,NA,NA,NA,NA,"Paul, K. I., S. H. Roxburgh, et al.",2013,"Paul, K. I., S. H. Roxburgh, et al. (2013). ""Development and testing of allometric equations for estimating above-ground biomass of mixed-species environmental plantings."" Forest Ecology and Management 310(0): 483-494.","Anatoli Poultouchidou","UN-REDD",NA,NA
"393",39606,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,55,NA,NA,"Biomass","log","kg tree -1",NA,"Above-ground biomass","#NAME?","#NAME?",NA,NA,NA,NA,NA,NA,TRUE,1.13,NA,NA,"37","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","Moir",NA,"Australia","AUS","Oceania","Subtropical steppe","Warm temperate dry forest","Evergreen Sclerophyllous forests","Mediterranean scrub",NA,-34.2809,118.182,"Myrtaceae","Eucalyptus","cladocalyx",NA,NA,NA,NA,NA,"Paul, K. I., S. H. Roxburgh, et al.",2013,"Paul, K. I., S. H. Roxburgh, et al. (2013). ""Development and testing of allometric equations for estimating above-ground biomass of mixed-species environmental plantings."" Forest Ecology and Management 310(0): 483-494.","Anatoli Poultouchidou","UN-REDD",NA,NA
"394",39606,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,55,NA,NA,"Biomass","log","kg tree -1",NA,"Above-ground biomass","#NAME?","#NAME?",NA,NA,NA,NA,NA,NA,TRUE,1.13,NA,NA,"37","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","Jenharwill",NA,"Australia","AUS","Oceania","Subtropical steppe","Warm temperate thorn steppe","Temperate grasslands","Temperate grasslands, savannas, and shrublands",NA,-36.3958,144.4304,"Myrtaceae","Eucalyptus","cladocalyx",NA,NA,NA,NA,NA,"Paul, K. I., S. H. Roxburgh, et al.",2013,"Paul, K. I., S. H. Roxburgh, et al. (2013). ""Development and testing of allometric equations for estimating above-ground biomass of mixed-species environmental plantings."" Forest Ecology and Management 310(0): 483-494.","Anatoli Poultouchidou","UN-REDD",NA,NA
"395",39606,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,55,NA,NA,"Biomass","log","kg tree -1",NA,"Above-ground biomass","#NAME?","#NAME?",NA,NA,NA,NA,NA,NA,TRUE,1.13,NA,NA,"37","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","Gumbinnen",NA,"Australia","AUS","Oceania","Subtropical steppe","Warm temperate thorn steppe","Temperate grasslands","Temperate grasslands, savannas, and shrublands",NA,-36.2447,141.8148,"Myrtaceae","Eucalyptus","cladocalyx",NA,NA,NA,NA,NA,"Paul, K. I., S. H. Roxburgh, et al.",2013,"Paul, K. I., S. H. Roxburgh, et al. (2013). ""Development and testing of allometric equations for estimating above-ground biomass of mixed-species environmental plantings."" Forest Ecology and Management 310(0): 483-494.","Anatoli Poultouchidou","UN-REDD",NA,NA
"396",39606,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,55,NA,NA,"Biomass","log","kg tree -1",NA,"Above-ground biomass","#NAME?","#NAME?",NA,NA,NA,NA,NA,NA,TRUE,1.13,NA,NA,"37","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","Moorland",NA,"Australia","AUS","Oceania","Subtropical steppe","Warm temperate dry forest","Evergreen Sclerophyllous forests","Temperate grasslands, savannas, and shrublands",NA,-35.33545,139.6334,"Myrtaceae","Eucalyptus","cladocalyx",NA,NA,NA,NA,NA,"Paul, K. I., S. H. Roxburgh, et al.",2013,"Paul, K. I., S. H. Roxburgh, et al. (2013). ""Development and testing of allometric equations for estimating above-ground biomass of mixed-species environmental plantings."" Forest Ecology and Management 310(0): 483-494.","Anatoli Poultouchidou","UN-REDD",NA,NA
"397",39606,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,55,NA,NA,"Biomass","log","kg tree -1",NA,"Above-ground biomass","#NAME?","#NAME?",NA,NA,NA,NA,NA,NA,TRUE,1.13,NA,NA,"37","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","McFall",NA,"Australia","AUS","Oceania","Subtropical dry forest","Warm temperate dry forest","Evergreen Sclerophyllous forests","Mediterranean scrub",NA,-33.73,117.325,"Myrtaceae","Eucalyptus","cladocalyx",NA,NA,NA,NA,NA,"Paul, K. I., S. H. Roxburgh, et al.",2013,"Paul, K. I., S. H. Roxburgh, et al. (2013). ""Development and testing of allometric equations for estimating above-ground biomass of mixed-species environmental plantings."" Forest Ecology and Management 310(0): 483-494.","Anatoli Poultouchidou","UN-REDD",NA,NA
"398",39610,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,NA,NA,NA,"Biomass","log","kg",NA,"Bark,Branches,Leaves,Roots,Stump and Trunk","#NAME?","log Biomass=-1.3577+2.4177*(LOG((DBH)^(1)))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Individual",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,"Tree","Bangladesh",NA,"Bangladesh","BGD","Asia",NA,NA,NA,NA,NA,NA,NA,"Fabaceae","Acacia","auriculiformis",NA,NA,NA,NA,NA,"Latif, M.A. & Islam, S.M.Z.",NA,"Latif, M.A. & Islam, S.M.Z. Mathematical models and tables on growth,yield,volume and biomass for important trees in Bangladesh.11pp .","Vijith K T","KFRI",NA,NA
"399",39614,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,35,NA,NA,"Biomass","log","kg tree -1",NA,"Above-ground biomass","#NAME?","#NAME?",NA,NA,NA,NA,NA,NA,TRUE,1,NA,NA,"6","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","Leos",NA,"Australia","AUS","Oceania","Temperate oceanic forest","Warm temperate dry forest","Evergreen Sclerophyllous forests","Temperate broadleaf and mixed forests",NA,-37.8381,147.7582,"Myrtaceae","Eucalyptus","alyuberlup",NA,NA,NA,NA,NA,"Paul, K. I., S. H. Roxburgh, et al.",2013,"Paul, K. I., S. H. Roxburgh, et al. (2013). ""Development and testing of allometric equations for estimating above-ground biomass of mixed-species environmental plantings."" Forest Ecology and Management 310(0): 483-494.","Anatoli Poultouchidou","UN-REDD",NA,NA
"400",39614,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,35,NA,NA,"Biomass","log","kg tree -1",NA,"Above-ground biomass","#NAME?","#NAME?",NA,NA,NA,NA,NA,NA,TRUE,1,NA,NA,"6","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","Strathearn",NA,"Australia","AUS","Oceania","Temperate mountain system","Warm temperate dry forest","Evergreen Sclerophyllous forests","Temperate broadleaf and mixed forests",NA,-35.0485,149.2325,"Myrtaceae","Eucalyptus","alyuberlup",NA,NA,NA,NA,NA,"Paul, K. I., S. H. Roxburgh, et al.",2013,"Paul, K. I., S. H. Roxburgh, et al. (2013). ""Development and testing of allometric equations for estimating above-ground biomass of mixed-species environmental plantings."" Forest Ecology and Management 310(0): 483-494.","Anatoli Poultouchidou","UN-REDD",NA,NA
"401",39614,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,35,NA,NA,"Biomass","log","kg tree -1",NA,"Above-ground biomass","#NAME?","#NAME?",NA,NA,NA,NA,NA,NA,TRUE,1,NA,NA,"6","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","Moir",NA,"Australia","AUS","Oceania","Subtropical steppe","Warm temperate dry forest","Evergreen Sclerophyllous forests","Mediterranean scrub",NA,-34.2809,118.182,"Myrtaceae","Eucalyptus","alyuberlup",NA,NA,NA,NA,NA,"Paul, K. I., S. H. Roxburgh, et al.",2013,"Paul, K. I., S. H. Roxburgh, et al. (2013). ""Development and testing of allometric equations for estimating above-ground biomass of mixed-species environmental plantings."" Forest Ecology and Management 310(0): 483-494.","Anatoli Poultouchidou","UN-REDD",NA,NA
"402",39614,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,35,NA,NA,"Biomass","log","kg tree -1",NA,"Above-ground biomass","#NAME?","#NAME?",NA,NA,NA,NA,NA,NA,TRUE,1,NA,NA,"6","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","Jenharwill",NA,"Australia","AUS","Oceania","Subtropical steppe","Warm temperate thorn steppe","Temperate grasslands","Temperate grasslands, savannas, and shrublands",NA,-36.3958,144.4304,"Myrtaceae","Eucalyptus","alyuberlup",NA,NA,NA,NA,NA,"Paul, K. I., S. H. Roxburgh, et al.",2013,"Paul, K. I., S. H. Roxburgh, et al. (2013). ""Development and testing of allometric equations for estimating above-ground biomass of mixed-species environmental plantings."" Forest Ecology and Management 310(0): 483-494.","Anatoli Poultouchidou","UN-REDD",NA,NA
"403",39614,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,35,NA,NA,"Biomass","log","kg tree -1",NA,"Above-ground biomass","#NAME?","#NAME?",NA,NA,NA,NA,NA,NA,TRUE,1,NA,NA,"6","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","Gumbinnen",NA,"Australia","AUS","Oceania","Subtropical steppe","Warm temperate thorn steppe","Temperate grasslands","Temperate grasslands, savannas, and shrublands",NA,-36.2447,141.8148,"Myrtaceae","Eucalyptus","alyuberlup",NA,NA,NA,NA,NA,"Paul, K. I., S. H. Roxburgh, et al.",2013,"Paul, K. I., S. H. Roxburgh, et al. (2013). ""Development and testing of allometric equations for estimating above-ground biomass of mixed-species environmental plantings."" Forest Ecology and Management 310(0): 483-494.","Anatoli Poultouchidou","UN-REDD",NA,NA
"404",39614,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,35,NA,NA,"Biomass","log","kg tree -1",NA,"Above-ground biomass","#NAME?","#NAME?",NA,NA,NA,NA,NA,NA,TRUE,1,NA,NA,"6","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","Moorland",NA,"Australia","AUS","Oceania","Subtropical steppe","Warm temperate dry forest","Evergreen Sclerophyllous forests","Temperate grasslands, savannas, and shrublands",NA,-35.33545,139.6334,"Myrtaceae","Eucalyptus","alyuberlup",NA,NA,NA,NA,NA,"Paul, K. I., S. H. Roxburgh, et al.",2013,"Paul, K. I., S. H. Roxburgh, et al. (2013). ""Development and testing of allometric equations for estimating above-ground biomass of mixed-species environmental plantings."" Forest Ecology and Management 310(0): 483-494.","Anatoli Poultouchidou","UN-REDD",NA,NA
"405",39614,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,35,NA,NA,"Biomass","log","kg tree -1",NA,"Above-ground biomass","#NAME?","#NAME?",NA,NA,NA,NA,NA,NA,TRUE,1,NA,NA,"6","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","McFall",NA,"Australia","AUS","Oceania","Subtropical dry forest","Warm temperate dry forest","Evergreen Sclerophyllous forests","Mediterranean scrub",NA,-33.73,117.325,"Myrtaceae","Eucalyptus","alyuberlup",NA,NA,NA,NA,NA,"Paul, K. I., S. H. Roxburgh, et al.",2013,"Paul, K. I., S. H. Roxburgh, et al. (2013). ""Development and testing of allometric equations for estimating above-ground biomass of mixed-species environmental plantings."" Forest Ecology and Management 310(0): 483-494.","Anatoli Poultouchidou","UN-REDD",NA,NA
"406",39670,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,1.8,14.5,NA,NA,"Biomass",NA,"kg",NA,"above ground biomass","0.1498+1.7895*log(X)","0.1498+1.7895*log((DBH))",NA,NA,0.8674,NA,NA,NA,NA,NA,NA,NA,"25","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","Menglun Nature Reserve",NA,"China","CHN","Asia","Tropical mountain system","Subtropical moist forest","Mixed mountain systems","Tropical and subtropical dry broadleaf forests",NA,21.833,101.2,"Loganiaceae","Strychnos","Wallichiana",NA,NA,NA,NA,NA,"Lv, X., Tang, J., et al.",2009,"Lv, X., Tang, J., et al. (2009). ""Density and aboveground biomass of lianas in the tropical seasonal rain forests of Xishuangbanna, SW China."" Revista de Biologia Tropical 57(1-2): 211-222","Zhuo Cheng","UN-REDD",NA,NA
"407",39739,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,2,14,NA,NA,"Biomass","log","kg","0.7-3.5","Bark,Branches,Leaves,Roots,Stump and Trunk","(-2.2660)+2.4663*(log(X^(1)))","log Biomass=(-2.2660)+2.4663*(log((DBH)^(1)))",NA,NA,NA,0.997,NA,NA,NA,NA,NA,NA,"88","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,"Tree","Adabhar",NA,"Nepal","NPL","Asia","Tropical rainforest","Subtropical moist forest","Mixed mountain systems","Tropical and subtropical grasslands, savannas, and shrublands",NA,27.16425,85.06692,"Myrtaceae","Eucalyptus","camaldulensis",NA,NA,NA,NA,NA,"Hawkins, T.",1987,"Hawkins, T. 1987. Biomass and volume tables for Eucalyptus camaldulensis,dalbergia sissoo,Acacia auriculiformis and Cassia siamea in the central Bhabar-terai of Nepal.43pp .","Rini George","KFRI",NA,NA
"408",39739,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,2,14,NA,NA,"Biomass","log","kg","0.7-3.5","Bark,Branches,Leaves,Roots,Stump and Trunk","(-2.2660)+2.4663*(log(X^(1)))","log Biomass=(-2.2660)+2.4663*(log((DBH)^(1)))",NA,NA,NA,0.997,NA,NA,NA,NA,NA,NA,"88","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,"Tree","Sagarnath",NA,"Nepal","NPL","Asia","Tropical mountain system","Warm temperate wet forest","Mixed mountain systems","Temperate broadleaf and mixed forests",NA,27.39128,86.73615,"Myrtaceae","Eucalyptus","camaldulensis",NA,NA,NA,NA,NA,"Hawkins, T.",1987,"Hawkins, T. 1987. Biomass and volume tables for Eucalyptus camaldulensis,dalbergia sissoo,Acacia auriculiformis and Cassia siamea in the central Bhabar-terai of Nepal.43pp .","Rini George","KFRI",NA,NA
"409",39755,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,10,NA,NA,NA,"Biomass","log","kg",NA,"Total above ground","exp(-2.317+2.453*log(X))","exp(-2.317+2.453*log(DBH))",NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,"Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","CapeTribulation",NA,"Australia","AUS","Oceania","Tropical rainforest","Subtropical moist forest","Tropical humid forests","Tropical and subtropical moist broadleaf forests",NA,-16.1,145.4333333,"Unknown","All","unknown",NA,NA,NA,NA,NA,"Liddell, M. J., N. Nieullet, et al.",2007,"Liddell, M. J., N. Nieullet, et al. (2007). ""Assessing the above-ground biomass of a complex tropical rainforest using a canopy crane."" Austral Ecology 32(1): 43-58","Anatoli Poultouchidou","UN-REDD",NA,NA
"410",39760,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,1,31,NA,NA,"Biomass","log10","g",NA,"Whole tree (aboveground)","2.0171+2.3373*(log10(X^(1)))","log10 Biomass=2.0171+2.3373*(log10((DBH)^(1)))",NA,0,NA,NA,NA,NA,NA,0,NA,NA,"15","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","BROOKHAVEN FOREST, NEW YORK",NA,"United States","USA","North America","Temperate continental forest","Cool temperate wet forest","Temperate broad-leaf forests","Temperate broadleaf and mixed forests",NA,40.8595,-72.9567,"Pinaceae","Pinus","rigida",NA,NA,NA,NA,NA,"Whittaker and Woodwell",1968,"Whittaker, R. H.; Woodwell, G. M. 1968. Dimension and production relations of trees and shrubs in the Brookhaven Forest, New York. Journal of Ecology. 56: 1-25.","Luca Birigazzi","UNREDD",NA,NA
"411",39816,NA,NA,NA,NA,NA,NA,"Log10(DBH)","cm",NA,NA,1.5,39.8,NA,NA,"Biomass","Log10","kg","47","total biomass","2.021+2.474*X","2.021+2.474*(Log10(DBH))",NA,NA,0.971,NA,0.005,NA,TRUE,1.013,NA,NA,"10","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,"Tree","Maoershan Ecosystem Research Station",NA,"China","CHN","Asia","Temperate continental forest","Cool temperate moist forest","Temperate broad-leaf forests","Temperate broadleaf and mixed forests",NA,45.375,127.534,"Pinaceae","Larix","Gmelinii Rupr.",NA,NA,NA,NA,NA,"Wang, C.",2006,"Wang, C. (2006). ""Biomass allometric equations for 10 co-occurring tree species in Chinese temperate forests."" Forest Ecology and Management 222(1-3): 9-16","Zhuo Cheng","UN-REDD",NA,NA
"412",39827,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,35,NA,NA,"Biomass","log","kg tree -1",NA,"Above-ground biomass","#NAME?","#NAME?",NA,NA,NA,NA,NA,NA,TRUE,1.02,NA,NA,"16","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","Leos",NA,"Australia","AUS","Oceania","Temperate oceanic forest","Warm temperate dry forest","Evergreen Sclerophyllous forests","Temperate broadleaf and mixed forests",NA,-37.8381,147.7582,"Myrtaceae","Eucalyptus","falcata",NA,NA,NA,NA,NA,"Paul, K. I., S. H. Roxburgh, et al.",2013,"Paul, K. I., S. H. Roxburgh, et al. (2013). ""Development and testing of allometric equations for estimating above-ground biomass of mixed-species environmental plantings."" Forest Ecology and Management 310(0): 483-494.","Anatoli Poultouchidou","UN-REDD",NA,NA
