"","ID_AE","U","Unit_U","V","Unit_V","W","Unit_W","X","Unit_X","Z","Unit_Z","Min_X","Max_X","Min_Z","Max_Z","Output","Output_TR","Unit_Y","Age","Veg_Component","Equation","Substitute_equation","Top_dob","Stump_height","R2","R2_Adjusted","RMSE","SEE","Corrected_for_bias","Bias_correction","Ratio_equation","Segmented_equation","Sample_size","Population","B","Bd","Bg","Bt","L","Rb","Rf","Rm","S","T","F","Vegetation_type","Tree_type","Location","Region","Country","Country_3166_3","Continent","Zone_FAO","Zone_Holdridge","Ecoregion_Udvardy","Ecoregion_WWF","Division_Bailey","Latitude","Longitude","Family","Genus","Species","Subspecies","Species_author","Species_local_name","Species_local_name_iso","Species_local_name_latin","Reference_author","Reference_year","Reference","Operator","Contributor","Remark","Contact"
"956",44046,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,34,NA,NA,"Biomass","log","kg tree -1",NA,"Above-ground biomass","#NAME?","#NAME?",NA,NA,NA,NA,NA,NA,TRUE,1.06,NA,NA,"9","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","Moir",NA,"Australia","AUS","Oceania","Subtropical steppe","Warm temperate dry forest","Evergreen Sclerophyllous forests","Mediterranean scrub",NA,-34.2809,118.182,"Fabaceae","Acacia","mangium",NA,NA,NA,NA,NA,"Paul, K. I., S. H. Roxburgh, et al.",2013,"Paul, K. I., S. H. Roxburgh, et al. (2013). ""Development and testing of allometric equations for estimating above-ground biomass of mixed-species environmental plantings."" Forest Ecology and Management 310(0): 483-494.","Anatoli Poultouchidou","UN-REDD",NA,NA
"957",44046,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,34,NA,NA,"Biomass","log","kg tree -1",NA,"Above-ground biomass","#NAME?","#NAME?",NA,NA,NA,NA,NA,NA,TRUE,1.06,NA,NA,"9","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","Jenharwill",NA,"Australia","AUS","Oceania","Subtropical steppe","Warm temperate thorn steppe","Temperate grasslands","Temperate grasslands, savannas, and shrublands",NA,-36.3958,144.4304,"Fabaceae","Acacia","mangium",NA,NA,NA,NA,NA,"Paul, K. I., S. H. Roxburgh, et al.",2013,"Paul, K. I., S. H. Roxburgh, et al. (2013). ""Development and testing of allometric equations for estimating above-ground biomass of mixed-species environmental plantings."" Forest Ecology and Management 310(0): 483-494.","Anatoli Poultouchidou","UN-REDD",NA,NA
"958",44046,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,34,NA,NA,"Biomass","log","kg tree -1",NA,"Above-ground biomass","#NAME?","#NAME?",NA,NA,NA,NA,NA,NA,TRUE,1.06,NA,NA,"9","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","Gumbinnen",NA,"Australia","AUS","Oceania","Subtropical steppe","Warm temperate thorn steppe","Temperate grasslands","Temperate grasslands, savannas, and shrublands",NA,-36.2447,141.8148,"Fabaceae","Acacia","mangium",NA,NA,NA,NA,NA,"Paul, K. I., S. H. Roxburgh, et al.",2013,"Paul, K. I., S. H. Roxburgh, et al. (2013). ""Development and testing of allometric equations for estimating above-ground biomass of mixed-species environmental plantings."" Forest Ecology and Management 310(0): 483-494.","Anatoli Poultouchidou","UN-REDD",NA,NA
"959",44046,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,34,NA,NA,"Biomass","log","kg tree -1",NA,"Above-ground biomass","#NAME?","#NAME?",NA,NA,NA,NA,NA,NA,TRUE,1.06,NA,NA,"9","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","Moorland",NA,"Australia","AUS","Oceania","Subtropical steppe","Warm temperate dry forest","Evergreen Sclerophyllous forests","Temperate grasslands, savannas, and shrublands",NA,-35.33545,139.6334,"Fabaceae","Acacia","mangium",NA,NA,NA,NA,NA,"Paul, K. I., S. H. Roxburgh, et al.",2013,"Paul, K. I., S. H. Roxburgh, et al. (2013). ""Development and testing of allometric equations for estimating above-ground biomass of mixed-species environmental plantings."" Forest Ecology and Management 310(0): 483-494.","Anatoli Poultouchidou","UN-REDD",NA,NA
"960",44046,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,34,NA,NA,"Biomass","log","kg tree -1",NA,"Above-ground biomass","#NAME?","#NAME?",NA,NA,NA,NA,NA,NA,TRUE,1.06,NA,NA,"9","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","McFall",NA,"Australia","AUS","Oceania","Subtropical dry forest","Warm temperate dry forest","Evergreen Sclerophyllous forests","Mediterranean scrub",NA,-33.73,117.325,"Fabaceae","Acacia","mangium",NA,NA,NA,NA,NA,"Paul, K. I., S. H. Roxburgh, et al.",2013,"Paul, K. I., S. H. Roxburgh, et al. (2013). ""Development and testing of allometric equations for estimating above-ground biomass of mixed-species environmental plantings."" Forest Ecology and Management 310(0): 483-494.","Anatoli Poultouchidou","UN-REDD",NA,NA
"961",44049,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,0.99,7.8,NA,NA,"Biomass","log","kg",NA,"Total aboveground biomass","(log(-1.465))+(1.477*log(X^2))","(log(-1.465))+(1.477*log((DBH)^2))",NA,NA,NA,0.901,NA,NA,NA,NA,NA,NA,"4","Individual",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"Tree","UPM Bintulu Campus",NA,"Malaysia","MYS","Asia","Tropical rainforest","Subtropical wet forest","Mixed island systems","Tropical and subtropical moist broadleaf forests",NA,3.42,113.26,"Unknown","All","All",NA,NA,NA,NA,NA,"Roland et al.",2012,"H., R. K. J., N. M. Majid, G. Seca and O. H. Ahmed (2011). ""Total aboveground biomass of selected age stand of a rehabilitated forest."" Rehabilitation of Tropical Rainforest Ecosystems.","Mohamad Danial","FRIM",NA,NA
"962",44055,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,NA,NA,NA,"Biomass","log","g","2","Bark,Branches,Leaves,Stump and Trunk","2.174+2.306*(log(X))","log Biomass=2.174+2.306*(log((DBH)))",NA,NA,0.976,NA,NA,NA,NA,NA,NA,NA,NA,"Stand",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,"Tree","Barak Valley",NA,"India","IND","Asia","Tropical rainforest","Subtropical wet forest","Tropical dry forests / Woodlands","Tropical and subtropical moist broadleaf forests",NA,24.81151,92.89148,"Poaceae","Bambusa","cacharensis",NA,NA,NA,NA,NA,"Nath, A.J., Das, G. & Das, A.K.",2009,"Nath, A.J., Das, G. & Das, A.K. 2009. Above ground standing biomass and carbon storage in village bamboos in North East India. Biomass and Bioenergy, 33(9): 1188?1196.","Rini George","KFRI",NA,NA
"963",44064,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,5.5,40.4,NA,NA,"Biomass",NA,"kg",NA,"Whole tree (aboveground)","(0.508*X^1.933)","(0.508*(DBH)^1.933)",NA,NA,0.9,NA,NA,NA,NA,NA,NA,NA,"8","Individual",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Tree","Nuevo Leon",NA,"Mexico","MEX","North America",NA,NA,NA,NA,NA,24.456389,-99.898333,"Pinaceae","Pinus","teocote",NA,NA,NA,NA,NA,"Domínguez",2006,"Domínguez, G. 2005. Evaluación del contenido de carbono en bosques del sur de Nuevo León. Tesis de Maestría. Universidad Autónoma de Nuevo León. México. 63 p.","www.mrv.mx","PNUD-CONAFOR","http://www.mrv.mx/modelosalometricos",NA
"964",44068,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,NA,NA,NA,"Biomass",NA,"kg","10","Bark,Branches,Leaves,Stump and Trunk","2.247*X^(1.086)","Biomass=2.247*(DBH)^(1.086)",NA,NA,0.89,NA,NA,NA,NA,NA,NA,NA,"8","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,"Tree","National Research Centre for Agroforestry,Jhansi",NA,"India","IND","Asia","Tropical shrubland","Subtropical dry forest","Tropical dry forests / Woodlands","Tropical and subtropical dry broadleaf forests",NA,25.51258,78.55079,"Fabaceae","Hardwickia","binnata",NA,NA,NA,NA,NA,"Rai, A.P., Singh, U.P. & Jabeen, N.",2010,"Rai, A.P., Singh, U.P. & Jabeen, N. 2010. Statistical models for prediction of growth and yield of Dalbergia sisoo and Hardwickia binnata under silvipastoral system in India. Indian Journal of Forestry, 33(1): 13?20.","Rini George","KFRI",NA,NA
"965",44071,NA,NA,NA,NA,NA,NA,"DBH^2","in2",NA,NA,1,22,NA,NA,"Biomass",NA,"lb",NA,"Whole tree (aboveground)","0+0*X+2.73676*(X^(1.21095))","Biomass=0+0*(DBH^2)+2.73676*((DBH^2)^(1.21095))",NA,0,0.98,NA,NA,NA,NA,0,NA,NA,"24","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree",NA,NA,"United States","USA","North America","Temperate steppe","Cool temperate steppe","Temperate grasslands","Temperate grasslands, savannas, and shrublands",NA,41.312521,-101.879768,"Cornaceae","Cornus","florida",NA,NA,NA,NA,NA,"Phillips",1981,"Phillips; D; 1981; Predicted total-tree biomass of understory hardwoods; Res; Pap; SE-223; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Forest Experiment Station;","Luca Birigazzi","UNREDD",NA,NA
"966",44081,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,30,NA,NA,"Biomass","log","kg tree -1",NA,"Above-ground biomass","#NAME?","#NAME?",NA,NA,NA,NA,NA,NA,TRUE,1.17,NA,NA,"125","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","Leos",NA,"Australia","AUS","Oceania","Temperate oceanic forest","Warm temperate dry forest","Evergreen Sclerophyllous forests","Temperate broadleaf and mixed forests",NA,-37.8381,147.7582,"Fabaceae","Acacia","acuminata",NA,NA,NA,NA,NA,"Paul, K. I., S. H. Roxburgh, et al.",2013,"Paul, K. I., S. H. Roxburgh, et al. (2013). ""Development and testing of allometric equations for estimating above-ground biomass of mixed-species environmental plantings."" Forest Ecology and Management 310(0): 483-494.","Anatoli Poultouchidou","UN-REDD",NA,NA
"967",44081,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,30,NA,NA,"Biomass","log","kg tree -1",NA,"Above-ground biomass","#NAME?","#NAME?",NA,NA,NA,NA,NA,NA,TRUE,1.17,NA,NA,"125","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","Strathearn",NA,"Australia","AUS","Oceania","Temperate mountain system","Warm temperate dry forest","Evergreen Sclerophyllous forests","Temperate broadleaf and mixed forests",NA,-35.0485,149.2325,"Fabaceae","Acacia","acuminata",NA,NA,NA,NA,NA,"Paul, K. I., S. H. Roxburgh, et al.",2013,"Paul, K. I., S. H. Roxburgh, et al. (2013). ""Development and testing of allometric equations for estimating above-ground biomass of mixed-species environmental plantings."" Forest Ecology and Management 310(0): 483-494.","Anatoli Poultouchidou","UN-REDD",NA,NA
"968",44081,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,30,NA,NA,"Biomass","log","kg tree -1",NA,"Above-ground biomass","#NAME?","#NAME?",NA,NA,NA,NA,NA,NA,TRUE,1.17,NA,NA,"125","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","Moir",NA,"Australia","AUS","Oceania","Subtropical steppe","Warm temperate dry forest","Evergreen Sclerophyllous forests","Mediterranean scrub",NA,-34.2809,118.182,"Fabaceae","Acacia","acuminata",NA,NA,NA,NA,NA,"Paul, K. I., S. H. Roxburgh, et al.",2013,"Paul, K. I., S. H. Roxburgh, et al. (2013). ""Development and testing of allometric equations for estimating above-ground biomass of mixed-species environmental plantings."" Forest Ecology and Management 310(0): 483-494.","Anatoli Poultouchidou","UN-REDD",NA,NA
"969",44081,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,30,NA,NA,"Biomass","log","kg tree -1",NA,"Above-ground biomass","#NAME?","#NAME?",NA,NA,NA,NA,NA,NA,TRUE,1.17,NA,NA,"125","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","Jenharwill",NA,"Australia","AUS","Oceania","Subtropical steppe","Warm temperate thorn steppe","Temperate grasslands","Temperate grasslands, savannas, and shrublands",NA,-36.3958,144.4304,"Fabaceae","Acacia","acuminata",NA,NA,NA,NA,NA,"Paul, K. I., S. H. Roxburgh, et al.",2013,"Paul, K. I., S. H. Roxburgh, et al. (2013). ""Development and testing of allometric equations for estimating above-ground biomass of mixed-species environmental plantings."" Forest Ecology and Management 310(0): 483-494.","Anatoli Poultouchidou","UN-REDD",NA,NA
"970",44081,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,30,NA,NA,"Biomass","log","kg tree -1",NA,"Above-ground biomass","#NAME?","#NAME?",NA,NA,NA,NA,NA,NA,TRUE,1.17,NA,NA,"125","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","Gumbinnen",NA,"Australia","AUS","Oceania","Subtropical steppe","Warm temperate thorn steppe","Temperate grasslands","Temperate grasslands, savannas, and shrublands",NA,-36.2447,141.8148,"Fabaceae","Acacia","acuminata",NA,NA,NA,NA,NA,"Paul, K. I., S. H. Roxburgh, et al.",2013,"Paul, K. I., S. H. Roxburgh, et al. (2013). ""Development and testing of allometric equations for estimating above-ground biomass of mixed-species environmental plantings."" Forest Ecology and Management 310(0): 483-494.","Anatoli Poultouchidou","UN-REDD",NA,NA
"971",44081,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,30,NA,NA,"Biomass","log","kg tree -1",NA,"Above-ground biomass","#NAME?","#NAME?",NA,NA,NA,NA,NA,NA,TRUE,1.17,NA,NA,"125","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","Moorland",NA,"Australia","AUS","Oceania","Subtropical steppe","Warm temperate dry forest","Evergreen Sclerophyllous forests","Temperate grasslands, savannas, and shrublands",NA,-35.33545,139.6334,"Fabaceae","Acacia","acuminata",NA,NA,NA,NA,NA,"Paul, K. I., S. H. Roxburgh, et al.",2013,"Paul, K. I., S. H. Roxburgh, et al. (2013). ""Development and testing of allometric equations for estimating above-ground biomass of mixed-species environmental plantings."" Forest Ecology and Management 310(0): 483-494.","Anatoli Poultouchidou","UN-REDD",NA,NA
"972",44081,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,30,NA,NA,"Biomass","log","kg tree -1",NA,"Above-ground biomass","#NAME?","#NAME?",NA,NA,NA,NA,NA,NA,TRUE,1.17,NA,NA,"125","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","McFall",NA,"Australia","AUS","Oceania","Subtropical dry forest","Warm temperate dry forest","Evergreen Sclerophyllous forests","Mediterranean scrub",NA,-33.73,117.325,"Fabaceae","Acacia","acuminata",NA,NA,NA,NA,NA,"Paul, K. I., S. H. Roxburgh, et al.",2013,"Paul, K. I., S. H. Roxburgh, et al. (2013). ""Development and testing of allometric equations for estimating above-ground biomass of mixed-species environmental plantings."" Forest Ecology and Management 310(0): 483-494.","Anatoli Poultouchidou","UN-REDD",NA,NA
"973",44082,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,45,NA,NA,"Biomass","log","kg tree -1",NA,"Above-ground biomass","#NAME?","#NAME?",NA,NA,NA,NA,NA,NA,TRUE,1,NA,NA,"206","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","Leos",NA,"Australia","AUS","Oceania","Temperate oceanic forest","Warm temperate dry forest","Evergreen Sclerophyllous forests","Temperate broadleaf and mixed forests",NA,-37.8381,147.7582,"Myrtaceae","Eucalyptus","spathulata",NA,NA,NA,NA,NA,"Paul, K. I., S. H. Roxburgh, et al.",2013,"Paul, K. I., S. H. Roxburgh, et al. (2013). ""Development and testing of allometric equations for estimating above-ground biomass of mixed-species environmental plantings."" Forest Ecology and Management 310(0): 483-494.","Anatoli Poultouchidou","UN-REDD",NA,NA
"974",44082,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,45,NA,NA,"Biomass","log","kg tree -1",NA,"Above-ground biomass","#NAME?","#NAME?",NA,NA,NA,NA,NA,NA,TRUE,1,NA,NA,"206","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","Strathearn",NA,"Australia","AUS","Oceania","Temperate mountain system","Warm temperate dry forest","Evergreen Sclerophyllous forests","Temperate broadleaf and mixed forests",NA,-35.0485,149.2325,"Myrtaceae","Eucalyptus","spathulata",NA,NA,NA,NA,NA,"Paul, K. I., S. H. Roxburgh, et al.",2013,"Paul, K. I., S. H. Roxburgh, et al. (2013). ""Development and testing of allometric equations for estimating above-ground biomass of mixed-species environmental plantings."" Forest Ecology and Management 310(0): 483-494.","Anatoli Poultouchidou","UN-REDD",NA,NA
"975",44082,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,45,NA,NA,"Biomass","log","kg tree -1",NA,"Above-ground biomass","#NAME?","#NAME?",NA,NA,NA,NA,NA,NA,TRUE,1,NA,NA,"206","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","Moir",NA,"Australia","AUS","Oceania","Subtropical steppe","Warm temperate dry forest","Evergreen Sclerophyllous forests","Mediterranean scrub",NA,-34.2809,118.182,"Myrtaceae","Eucalyptus","spathulata",NA,NA,NA,NA,NA,"Paul, K. I., S. H. Roxburgh, et al.",2013,"Paul, K. I., S. H. Roxburgh, et al. (2013). ""Development and testing of allometric equations for estimating above-ground biomass of mixed-species environmental plantings."" Forest Ecology and Management 310(0): 483-494.","Anatoli Poultouchidou","UN-REDD",NA,NA
"976",44082,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,45,NA,NA,"Biomass","log","kg tree -1",NA,"Above-ground biomass","#NAME?","#NAME?",NA,NA,NA,NA,NA,NA,TRUE,1,NA,NA,"206","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","Jenharwill",NA,"Australia","AUS","Oceania","Subtropical steppe","Warm temperate thorn steppe","Temperate grasslands","Temperate grasslands, savannas, and shrublands",NA,-36.3958,144.4304,"Myrtaceae","Eucalyptus","spathulata",NA,NA,NA,NA,NA,"Paul, K. I., S. H. Roxburgh, et al.",2013,"Paul, K. I., S. H. Roxburgh, et al. (2013). ""Development and testing of allometric equations for estimating above-ground biomass of mixed-species environmental plantings."" Forest Ecology and Management 310(0): 483-494.","Anatoli Poultouchidou","UN-REDD",NA,NA
"977",44082,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,45,NA,NA,"Biomass","log","kg tree -1",NA,"Above-ground biomass","#NAME?","#NAME?",NA,NA,NA,NA,NA,NA,TRUE,1,NA,NA,"206","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","Gumbinnen",NA,"Australia","AUS","Oceania","Subtropical steppe","Warm temperate thorn steppe","Temperate grasslands","Temperate grasslands, savannas, and shrublands",NA,-36.2447,141.8148,"Myrtaceae","Eucalyptus","spathulata",NA,NA,NA,NA,NA,"Paul, K. I., S. H. Roxburgh, et al.",2013,"Paul, K. I., S. H. Roxburgh, et al. (2013). ""Development and testing of allometric equations for estimating above-ground biomass of mixed-species environmental plantings."" Forest Ecology and Management 310(0): 483-494.","Anatoli Poultouchidou","UN-REDD",NA,NA
"978",44082,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,45,NA,NA,"Biomass","log","kg tree -1",NA,"Above-ground biomass","#NAME?","#NAME?",NA,NA,NA,NA,NA,NA,TRUE,1,NA,NA,"206","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","Moorland",NA,"Australia","AUS","Oceania","Subtropical steppe","Warm temperate dry forest","Evergreen Sclerophyllous forests","Temperate grasslands, savannas, and shrublands",NA,-35.33545,139.6334,"Myrtaceae","Eucalyptus","spathulata",NA,NA,NA,NA,NA,"Paul, K. I., S. H. Roxburgh, et al.",2013,"Paul, K. I., S. H. Roxburgh, et al. (2013). ""Development and testing of allometric equations for estimating above-ground biomass of mixed-species environmental plantings."" Forest Ecology and Management 310(0): 483-494.","Anatoli Poultouchidou","UN-REDD",NA,NA
"979",44082,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,45,NA,NA,"Biomass","log","kg tree -1",NA,"Above-ground biomass","#NAME?","#NAME?",NA,NA,NA,NA,NA,NA,TRUE,1,NA,NA,"206","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","McFall",NA,"Australia","AUS","Oceania","Subtropical dry forest","Warm temperate dry forest","Evergreen Sclerophyllous forests","Mediterranean scrub",NA,-33.73,117.325,"Myrtaceae","Eucalyptus","spathulata",NA,NA,NA,NA,NA,"Paul, K. I., S. H. Roxburgh, et al.",2013,"Paul, K. I., S. H. Roxburgh, et al. (2013). ""Development and testing of allometric equations for estimating above-ground biomass of mixed-species environmental plantings."" Forest Ecology and Management 310(0): 483-494.","Anatoli Poultouchidou","UN-REDD",NA,NA
"980",44085,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,NA,NA,NA,"Biomass",NA,"kg","Regrowth and mature","Total above ground","exp(-2.122)*X^(2.340)+exp(-2.320)*X^(1.907)+exp(-8.914)*X^(3.702)+exp(-2.097)*X^(1.386)","exp(-2.122)*DBH^(2.340)+exp(-2.320)*DBH^(1.907)+exp(-8.914)*DBH^(3.702)+exp(-2.097)*DBH^(1.386)",NA,NA,0.999,NA,NA,NA,NA,NA,NA,NA,"17","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","Fraser Island",NA,"Australia","AUS","Oceania","Subtropical humid forest","Subtropical moist forest","Tropical humid forests","Temperate broadleaf and mixed forests",NA,-25.274948,153.138432,"Myrtaceae","Eucalyptus","pilularis",NA,NA,NA,NA,NA,"Bi, H., J. Turner, et al.",2004,"Bi, H., J. Turner, et al. (2004). ""Additive biomass equations for native eucalypt forest trees of temperate Australia."" Trees 18(4): 467-479","Anatoli Poultouchidou","UN-REDD",NA,NA
"981",44089,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,1,79,NA,NA,"Biomass",NA,"kg",NA,"Total aboveground biomass","exp(-2.05 + 2.33*log(X))","Biomass=exp(-2.05 + 2.33*log((DBH)))",NA,NA,NA,NA,NA,NA,TRUE,1.056,NA,NA,"71","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,"Tree","Campo Ma'an",NA,"Cameroon","CMR","Africa","Tropical rainforest","Subtropical wet forest","Tropical humid forests","Tropical and subtropical moist broadleaf forests",NA,2.5166,10.3666,"Unknown","All","All",NA,NA,NA,NA,NA,"Djomo A. N. et al.",2010,"Djomo A. N., Knohl A., Gravenhorst G., 2010. Estimation of forest biomass, carbon pools distribution and net primary prooduction of a moist tropical forest.","Michele Baldasso","CMCC",NA,NA
"982",44105,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,0.6,7.6,NA,NA,"Biomass",NA,"kg",NA,"Total tree biomass","0.0229*(X^2.84)","0.0229*((DBH)^2.84)",NA,NA,0.97,NA,NA,NA,NA,NA,NA,NA,"12","Individual",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,NA,"Tree","Jawa Barat",NA,"Indonesia","IDN","Asia","Tropical mountain system","Subtropical wet forest","Mixed island systems","Tropical and subtropical moist broadleaf forests",NA,-7.09,107.67,"Pinaceae","Pinus","merkusii",NA,NA,NA,NA,NA,"Darussalam, D.",2011,"Krisnawati, H., W. C. Adinugroho and R. Imanuddin (2012). Monograph Allometric Models for Estimating Tree Biomass at Vrious Forest Ecosystem Types in Indonesia. Bogor, Indonesia, Research and Development Center for Conservation and Rehabilitation,  Forestry Research and Development Agency, Ministry of Forestry.","Mohamad Danial","FRIM",NA,NA
"983",44116,NA,NA,NA,NA,NA,NA,"Log10(DBH)","cm",NA,NA,1.3,43.5,NA,NA,"Biomass","Log10","kg","55","total biomass","2.247+2.381*X","2.247+2.381*(Log10(DBH))",NA,NA,0.984,NA,0.011,NA,TRUE,1.028,NA,NA,"10","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,"Tree","Maoershan Ecosystem Research Station",NA,"China","CHN","Asia","Temperate continental forest","Cool temperate moist forest","Temperate broad-leaf forests","Temperate broadleaf and mixed forests",NA,45.375,127.534,"Sapindaceae","Acer","Mono Maxim.",NA,NA,NA,NA,NA,"Wang, C.",2006,"Wang, C. (2006). ""Biomass allometric equations for 10 co-occurring tree species in Chinese temperate forests."" Forest Ecology and Management 222(1-3): 9-16","Zhuo Cheng","UN-REDD",NA,NA
"984",44120,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,2,10,NA,NA,"Biomass",NA,"kg",NA,"total aboveground biomass","0.1006*(X^(2.2220))","biomass=0.1006*((DBH)^(2.2220))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,"Tree","Compartment 10, Phan Dung commune, Tuy Phong district (BT-PD-04)",NA,"Viet Nam","VNM","Asia","Tropical moist deciduous forest","Cool temperate wet forest","Tropical dry forests / Woodlands","Tropical and subtropical moist broadleaf forests",NA,21.964722,104.341667,"Poaceae","Bambusa","balcoa",NA,NA,NA,NA,NA,"Hung et al.",2012,"Hung, N.D., Bay, N.V., Binh, N.D., Tung, N.C. (2012) Tree allometric equations in Evergreen broadleaf, Deciduous, and Bamboo forests in the South East region, Vietnam, in (Eds) Inoguchi, A., Henry, M. Birigazzi, L. Sola, G. Tree allometric equation development for estimation of forest above-ground biomass in Viet Nam, UN-REDD Programme, Hanoi, Viet Nam.","Luca Birigazzi","UNREDD",NA,NA
