"","x"
"1868","Euterpe precatoria"
"1869","Euterpe precatoria"
"1870","Euterpe precatoria"
"1871","Euterpe precatoria"
"1872","Euterpe precatoria"
"1873","Euterpe precatoria"
"1874","Euterpe precatoria"
"1875","Euterpe precatoria"
"1876","Euterpe precatoria"
"1877","Euterpe precatoria"
"1878","Euterpe precatoria"
"1879","Euterpe precatoria"
"1880","Euterpe precatoria"
"1881","Euterpe precatoria"
"1882","Euterpe precatoria"
"1883","Euterpe precatoria"
"1884","Euterpe precatoria"
"1885","Euterpe precatoria"
"1886","Euterpe precatoria"
"1887","Euterpe precatoria"
"1888","Euterpe precatoria"
"1889","Euterpe precatoria"
"1890","Euterpe precatoria"
"1891","Euterpe precatoria"
"1892","Euterpe precatoria"
"1893","Euterpe precatoria"
"1894","Euterpe precatoria"
"1895","Euterpe precatoria"
"1896","Euterpe precatoria"
"1897","Euterpe precatoria"
"1898","Euterpe precatoria"
"1899","Euterpe precatoria"
"1900","Euterpe precatoria"
"1901","Euterpe precatoria"
"1902","Euterpe precatoria"
"1903","Euterpe precatoria"
"1904","Cedrelinga catanaeformis"
"1905","Cedrelinga catanaeformis"
"1906","Cedrelinga catanaeformis"
"1907","Cedrelinga catanaeformis"
"1908","Cedrelinga catanaeformis"
"1909","Cedrelinga catanaeformis"
"1910","Cedrelinga catanaeformis"
"1911","Cedrelinga catanaeformis"
"1912","Cedrelinga catanaeformis"
"1913","Cedrelinga catanaeformis"
"1914","Cedrelinga catanaeformis"
"1915","Cedrelinga catanaeformis"
"1916","Cedrelinga catanaeformis"
"1917","Cedrelinga catanaeformis"
"1918","Cedrelinga catanaeformis"
"1919","Cedrelinga catanaeformis"
"1920","Cedrelinga catanaeformis"
"1921","Cedrelinga catanaeformis"
"1922","Cedrelinga catanaeformis"
"1923","Cedrelinga catanaeformis"
"1924","Cedrelinga catanaeformis"
"1925","Cedrelinga catanaeformis"
"1926","Cedrelinga catanaeformis"
"1927","Cedrelinga catanaeformis"
"1928","Cedrelinga catanaeformis"
"1929","Cedrelinga catanaeformis"
"1930","Cedrelinga catanaeformis"
"1931","Cedrelinga catanaeformis"
"1932","Cedrelinga catanaeformis"
"1933","Cedrelinga catanaeformis"
"1934","Cedrelinga catanaeformis"
"1935","Cedrelinga catanaeformis"
"1936","Cedrelinga catanaeformis"
"1937","Cedrelinga catanaeformis"
"1938","Cedrelinga catanaeformis"
"1939","Cedrelinga catanaeformis"
"1940","Cedrelinga catanaeformis"
"1941","Cedrelinga catanaeformis"
"1942","Cedrelinga catanaeformis"
"1943","Cedrelinga catanaeformis"
"1944","Cedrelinga catanaeformis"
"1945","Cedrelinga catanaeformis"
"1946","Cedrelinga catanaeformis"
"1947","Cedrelinga catanaeformis"
"1948","Cedrelinga catanaeformis"
"1949","Cedrelinga catanaeformis"
"1950","Cedrelinga catanaeformis"
"1951","Cedrelinga catanaeformis"
"1952","Cedrelinga catanaeformis"
"1953","Cedrelinga catanaeformis"
"1954","Cedrelinga catanaeformis"
"1955","Cedrelinga catanaeformis"
"1956","Cedrelinga catanaeformis"
"1957","Cedrelinga catanaeformis"
"1958","Cedrelinga catanaeformis"
"1959","Cedrelinga catanaeformis"
"1960","Cedrelinga catanaeformis"
"1961","Tachigali vasquezii"
"1962","Tachigali vasquezii"
"1963","Tachigali vasquezii"
"1964","Tachigali vasquezii"
"1965","Tachigali vasquezii"
"1966","Tachigali vasquezii"
"1967","Tachigali vasquezii"
"1968","Tachigali vasquezii"
"1969","Tachigali vasquezii"
"1970","Tachigali vasquezii"
"1971","Tachigali vasquezii"
"1972","Tachigali vasquezii"
"1973","Tachigali vasquezii"
"1974","Tachigali vasquezii"
"1975","Tachigali vasquezii"
"1976","Tachigali vasquezii"
"1977","Tachigali vasquezii"
"1978","Tachigali vasquezii"
"1979","Tachigali vasquezii"
"1980","Tachigali vasquezii"
"1981","Tachigali vasquezii"
"1982","Tachigali vasquezii"
"1983","Tachigali vasquezii"
"1984","Tachigali vasquezii"
"1985","Tachigali vasquezii"
"1986","Tachigali vasquezii"
"1987","Tachigali vasquezii"
"1988","Tachigali vasquezii"
"1989","Tachigali vasquezii"
"1990","Tachigali vasquezii"
"1991","Tachigali vasquezii"
"1992","Tachigali vasquezii"
"1993","Tachigali vasquezii"
"1994","Tachigali vasquezii"
"1995","Tachigali vasquezii"
"1996","Tachigali vasquezii"
"1997","Tachigali vasquezii"
"1998","Tachigali vasquezii"
"1999","Tachigali vasquezii"
"2000","Tachigali vasquezii"
"2001","Tachigali vasquezii"
"2002","Tachigali vasquezii"
"2003","Tachigali vasquezii"
"2004","Tachigali vasquezii"
"2005","Tachigali vasquezii"
"2006","Tachigali vasquezii"
"2007","Tachigali vasquezii"
"2008","Tachigali vasquezii"
"2009","Tachigali vasquezii"
"2010","Tachigali vasquezii"
"2011","Tachigali vasquezii"
"2012","Tachigali vasquezii"
"2013","Tachigali vasquezii"
"2014","Tachigali vasquezii"
"2015","Tachigali vasquezii"
"2016","Tachigali vasquezii"
"2017","Tachigali vasquezii"
"2018","Tachigali vasquezii"
"2019","Tachigali vasquezii"
"2020","Tachigali vasquezii"
"2021","Tachigali vasquezii"
"2022","Tachigali vasquezii"
"2023","Tachigali vasquezii"
"2024","Tachigali vasquezii"
"2025","Tachigali vasquezii"
"2026","Tachigali vasquezii"
"2027","Tachigali vasquezii"
"2028","Tachigali vasquezii"
"2029","Tachigali vasquezii"
"2030","Berholletia excelsa"
"2031","Berholletia excelsa"
"2032","Berholletia excelsa"
"2033","Berholletia excelsa"
"2034","Berholletia excelsa"
"2035","Berholletia excelsa"
"2036","Berholletia excelsa"
"2037","Berholletia excelsa"
"2038","Berholletia excelsa"
"2039","Berholletia excelsa"
"2040","Berholletia excelsa"
"2041","Berholletia excelsa"
"2042","Berholletia excelsa"
"2043","Berholletia excelsa"
"2044","Berholletia excelsa"
"2045","Berholletia excelsa"
"2046","Berholletia excelsa"
"2047","Berholletia excelsa"
"2048","Berholletia excelsa"
"2049","Berholletia excelsa"
"2050","Berholletia excelsa"
"2051","Berholletia excelsa"
"2052","Berholletia excelsa"
"2053","Berholletia excelsa"
"2054","Berholletia excelsa"
"2055","Berholletia excelsa"
"2056","Berholletia excelsa"
"2057","Berholletia excelsa"
"2058","Berholletia excelsa"
"2059","Berholletia excelsa"
"2060","Berholletia excelsa"
"2061","Berholletia excelsa"
"2062","Berholletia excelsa"
"2063","Berholletia excelsa"
"2064","Berholletia excelsa"
"2065","Berholletia excelsa"
"2066","Berholletia excelsa"
"2067","Berholletia excelsa"
"2068","Berholletia excelsa"
"2069","Berholletia excelsa"
"2070","Berholletia excelsa"
"2071","Berholletia excelsa"
"2072","Berholletia excelsa"
"2073","Berholletia excelsa"
"2074","Berholletia excelsa"
"2075","Berholletia excelsa"
"2076","Berholletia excelsa"
"2077","Berholletia excelsa"
"2078","Berholletia excelsa"
"2079","Berholletia excelsa"
"2080","Berholletia excelsa"
"2081","Berholletia excelsa"
"2082","Berholletia excelsa"
"2083","Berholletia excelsa"
"2084","Berholletia excelsa"
"2085","Cecropia ficifolia"
"2086","Cecropia ficifolia"
"2087","Cecropia ficifolia"
"2088","Cecropia ficifolia"
"2089","Cecropia ficifolia"
"2090","Cecropia ficifolia"
"2091","Cecropia ficifolia"
"2092","Cecropia ficifolia"
"2093","Cecropia ficifolia"
"2094","Cecropia ficifolia"
"2095","Cecropia ficifolia"
"2096","Cecropia ficifolia"
"2097","Cecropia ficifolia"
"2098","Cecropia ficifolia"
"2099","Cecropia ficifolia"
"2100","Cecropia ficifolia"
"2101","Cecropia ficifolia"
"2102","Cecropia ficifolia"
"2103","Cecropia ficifolia"
"2104","Cecropia ficifolia"
"2105","Cecropia ficifolia"
"2106","Cecropia ficifolia"
"2107","Cecropia ficifolia"
"2108","Cecropia ficifolia"
"2109","Cecropia ficifolia"
"2110","Cecropia ficifolia"
"2111","Cecropia ficifolia"
"2112","Cecropia ficifolia"
"2113","Cecropia ficifolia"
"2114","Cecropia ficifolia"
"2115","Cecropia ficifolia"
"2116","Cecropia ficifolia"
"2117","Cecropia ficifolia"
"2118","Cecropia ficifolia"
"2119","Cecropia ficifolia"
"2120","Cecropia ficifolia"
"2121","Cecropia ficifolia"
"2122","Cecropia ficifolia"
"2123","Cecropia ficifolia"
"2124","Cecropia ficifolia"
"2125","Cecropia ficifolia"
"2126","Cecropia ficifolia"
"2127","Cecropia ficifolia"
"2128","Cecropia ficifolia"
"2129","Cecropia ficifolia"
"2130","Cecropia ficifolia"
"2131","Cecropia ficifolia"
"2132","Cecropia ficifolia"
"2133","Cecropia ficifolia"
"2134","Cecropia ficifolia"
"2135","Cecropia ficifolia"
"2136","Cecropia ficifolia"
"2137","Cecropia ficifolia"
"2138","Cecropia ficifolia"
"2139","Cecropia ficifolia"
"2140","Cecropia ficifolia"
"2141","Cecropia ficifolia"
"2142","Cecropia ficifolia"
"2143","Cecropia ficifolia"
"2144","Cecropia ficifolia"
"2145","Cecropia ficifolia"
"2146","Bellucia pentamera"
"2147","Bellucia pentamera"
"2148","Bellucia pentamera"
"2149","Bellucia pentamera"
"2150","Bellucia pentamera"
"2151","Bellucia pentamera"
"2152","Bellucia pentamera"
"2153","Bellucia pentamera"
"2154","Bellucia pentamera"
"2155","Bellucia pentamera"
"2156","Bellucia pentamera"
"2157","Bellucia pentamera"
"2158","Bellucia pentamera"
"2159","Bellucia pentamera"
"2160","Bellucia pentamera"
"2161","Bellucia pentamera"
"2162","Bellucia pentamera"
"2163","Bellucia pentamera"
"2164","Bellucia pentamera"
"2165","Bellucia pentamera"
"2166","Bellucia pentamera"
"2167","Bellucia pentamera"
"2168","Bellucia pentamera"
"2169","Bellucia pentamera"
"2170","Bellucia pentamera"
"2171","Bellucia pentamera"
"2172","Bellucia pentamera"
"2173","Bellucia pentamera"
"2174","Bellucia pentamera"
"2175","Bellucia pentamera"
"2176","Bellucia pentamera"
"2177","Bellucia pentamera"
"2178","Bellucia pentamera"
"2179","Bellucia pentamera"
"2180","Bellucia pentamera"
"2181","Bellucia pentamera"
"2182","Bellucia pentamera"
"2183","Bellucia pentamera"
"2184","Bellucia pentamera"
"2185","Bellucia pentamera"
"2186","Bellucia pentamera"
"2187","Bellucia pentamera"
"2188","Bellucia pentamera"
"2189","Bellucia pentamera"
"2190","Bellucia pentamera"
"2191","Bellucia pentamera"
"2192","Bellucia pentamera"
"2193","Bellucia pentamera"
"2194","Bellucia pentamera"
"2195","Bellucia pentamera"
"2196","Bellucia pentamera"
"2197","Bellucia pentamera"
"2198","Bellucia pentamera"
"2199","Bellucia pentamera"
"2200","Bellucia pentamera"
"2201","Bellucia pentamera"
"2202","Bellucia pentamera"
"2203","Bellucia pentamera"
"2204","Bellucia pentamera"
"2205","Bellucia pentamera"
"2206","Theobroma speciosum"
"2207","Theobroma speciosum"
"2208","Theobroma speciosum"
"2209","Theobroma speciosum"
"2210","Theobroma speciosum"
"2211","Theobroma speciosum"
"2212","Theobroma speciosum"
"2213","Theobroma speciosum"
"2214","Theobroma speciosum"
"2215","Theobroma speciosum"
"2216","Theobroma speciosum"
"2217","Theobroma speciosum"
"2218","Theobroma speciosum"
"2219","Theobroma speciosum"
"2220","Theobroma speciosum"
"2221","Theobroma speciosum"
"2222","Theobroma speciosum"
"2223","Theobroma speciosum"
"2224","Theobroma speciosum"
"2225","Theobroma speciosum"
"2226","Theobroma speciosum"
"2227","Theobroma speciosum"
"2228","Theobroma speciosum"
"2229","Theobroma speciosum"
"2230","Theobroma speciosum"
"2231","Theobroma speciosum"
"2232","Theobroma speciosum"
"2233","Theobroma speciosum"
"2234","Theobroma speciosum"
"2235","Theobroma speciosum"
"2236","Theobroma speciosum"
"2237","Theobroma speciosum"
"2238","Theobroma speciosum"
"2239","Theobroma speciosum"
"2240","Theobroma speciosum"
"2241","Theobroma speciosum"
"2242","Theobroma speciosum"
"2243","Theobroma speciosum"
"2244","Theobroma speciosum"
"2245","Theobroma speciosum"
"2246","Theobroma speciosum"
"2247","Theobroma speciosum"
"2248","Theobroma speciosum"
"2249","Theobroma speciosum"
"2250","Theobroma speciosum"
"2251","Theobroma speciosum"
"2252","Theobroma speciosum"
"2253","Theobroma speciosum"
"2254","Theobroma speciosum"
"2255","Theobroma speciosum"
"2256","Theobroma speciosum"
"2257","Theobroma speciosum"
"2258","Theobroma speciosum"
"2259","Theobroma speciosum"
"2260","Theobroma speciosum"
"2261","Theobroma speciosum"
"2262","Theobroma speciosum"
"2263","Theobroma speciosum"
"2264","Theobroma speciosum"
"2265","Theobroma speciosum"
"2266","Theobroma speciosum"
"2267","Theobroma speciosum"
"2268","Theobroma speciosum"
"2269","Theobroma speciosum"
"2270","Theobroma speciosum"
"2271","Theobroma speciosum"
"2272","Theobroma speciosum"
"2273","Theobroma speciosum"
"2274","Theobroma speciosum"
"2275","Theobroma speciosum"
"2276","Theobroma speciosum"
"2277","Theobroma speciosum"
"2278","Schizolobium amazonicum"
"2279","Schizolobium amazonicum"
"2280","Schizolobium amazonicum"
"2281","Schizolobium amazonicum"
"2282","Schizolobium amazonicum"
"2283","Schizolobium amazonicum"
"2284","Schizolobium amazonicum"
"2285","Schizolobium amazonicum"
"2286","Schizolobium amazonicum"
"2287","Schizolobium amazonicum"
"2288","Schizolobium amazonicum"
"2289","Schizolobium amazonicum"
"2290","Schizolobium amazonicum"
"2291","Schizolobium amazonicum"
"2292","Schizolobium amazonicum"
"2293","Schizolobium amazonicum"
"2294","Schizolobium amazonicum"
"2295","Schizolobium amazonicum"
"2296","Schizolobium amazonicum"
"2297","Schizolobium amazonicum"
"2298","Schizolobium amazonicum"
"2299","Schizolobium amazonicum"
"2300","Schizolobium amazonicum"
"2301","Schizolobium amazonicum"
"2302","Schizolobium amazonicum"
"2303","Schizolobium amazonicum"
"2304","Schizolobium amazonicum"
"2305","Schizolobium amazonicum"
"2306","Schizolobium amazonicum"
"2307","Schizolobium amazonicum"
"2308","Schizolobium amazonicum"
"2309","Schizolobium amazonicum"
"2310","Schizolobium amazonicum"
"2311","Schizolobium amazonicum"
"2312","Schizolobium amazonicum"
"2313","Schizolobium amazonicum"
"2314","Schizolobium amazonicum"
"2315","Schizolobium amazonicum"
"2316","Schizolobium amazonicum"
"2317","Schizolobium amazonicum"
"2318","Schizolobium amazonicum"
"2319","Schizolobium amazonicum"
"2320","Schizolobium amazonicum"
"2321","Schizolobium amazonicum"
"2322","Schizolobium amazonicum"
"2323","Schizolobium amazonicum"
"2324","Schizolobium amazonicum"
"2325","Schizolobium amazonicum"
"2326","Schizolobium amazonicum"
"2327","Schizolobium amazonicum"
"2328","Schizolobium amazonicum"
"2329","Schizolobium amazonicum"
"2330","Schizolobium amazonicum"
"2331","Schizolobium amazonicum"
"2332","Schizolobium amazonicum"
"2333","Schizolobium amazonicum"
"2334","Schizolobium amazonicum"
"2335","Schizolobium amazonicum"
"2336","Schizolobium amazonicum"
"2337","Schizolobium amazonicum"
"2338","Cedrela odorata"
"2339","Cedrela odorata"
"2340","Cedrela odorata"
"2341","Cedrela odorata"
"2342","Cedrela odorata"
"2343","Cedrela odorata"
"2344","Cedrela odorata"
"2345","Cedrela odorata"
"2346","Cedrela odorata"
"2347","Cedrela odorata"
"2348","Cedrela odorata"
"2349","Cedrela odorata"
"2350","Cedrela odorata"
"2351","Cedrela odorata"
"2352","Cedrela odorata"
"2353","Cedrela odorata"
"2354","Cedrela odorata"
"2355","Cedrela odorata"
"2356","Cedrela odorata"
"2357","Cedrela odorata"
"2358","Cedrela odorata"
"2359","Cedrela odorata"
"2360","Cedrela odorata"
"2361","Cedrela odorata"
"2362","Cedrela odorata"
"2363","Cedrela odorata"
"2364","Cedrela odorata"
"2365","Cedrela odorata"
"2366","Cedrela odorata"
"2367","Cedrela odorata"
"2368","Cedrela odorata"
"2369","Cedrela odorata"
"2370","Cedrela odorata"
"2371","Cedrela odorata"
"2372","Cedrela odorata"
"2373","Cedrela odorata"
"2374","Cedrela odorata"
"2375","Cedrela odorata"
"2376","Cedrela odorata"
"2377","Cedrela odorata"
"2378","Cedrela odorata"
"2379","Cedrela odorata"
"2380","Cedrela odorata"
"2381","Cedrela odorata"
"2382","Cedrela odorata"
"2383","Cedrela odorata"
"2384","Cedrela odorata"
"2385","Cedrela odorata"
"2386","Cedrela odorata"
"2387","Cedrela odorata"
"2388","Cedrela odorata"
"2389","Cedrela odorata"
"2390","Cedrela odorata"
"2391","Cedrela odorata"
"2392","Cedrela odorata"
"2393","Cedrela odorata"
"2394","Cedrela odorata"
"2395","Cedrela odorata"
"2396","Cedrela odorata"
"2397","Cedrela odorata"
"2398","Cedrela odorata"
"2399","Cedrela odorata"
"2400","Swietenia macrophylla"
"2401","Swietenia macrophylla"
"2402","Swietenia macrophylla"
"2403","Swietenia macrophylla"
"2404","Swietenia macrophylla"
"2405","Swietenia macrophylla"
"2406","Swietenia macrophylla"
"2407","Swietenia macrophylla"
"2408","Swietenia macrophylla"
"2409","Swietenia macrophylla"
"2410","Swietenia macrophylla"
"2411","Swietenia macrophylla"
"2412","Swietenia macrophylla"
"2413","Swietenia macrophylla"
"2414","Swietenia macrophylla"
"2415","Swietenia macrophylla"
"2416","Swietenia macrophylla"
"2417","Swietenia macrophylla"
"2418","Swietenia macrophylla"
"2419","Swietenia macrophylla"
"2420","Swietenia macrophylla"
"2421","Swietenia macrophylla"
"2422","Swietenia macrophylla"
"2423","Swietenia macrophylla"
"2424","Swietenia macrophylla"
"2425","Swietenia macrophylla"
"2426","Swietenia macrophylla"
"2427","Swietenia macrophylla"
"2428","Swietenia macrophylla"
"2429","Swietenia macrophylla"
"2430","Swietenia macrophylla"
"2431","Swietenia macrophylla"
"2432","Swietenia macrophylla"
"2433","Swietenia macrophylla"
"2434","Swietenia macrophylla"
"2435","Swietenia macrophylla"
"2436","Swietenia macrophylla"
"2437","Swietenia macrophylla"
"2438","Swietenia macrophylla"
"2439","Swietenia macrophylla"
"2440","Swietenia macrophylla"
"2441","Swietenia macrophylla"
"2442","Swietenia macrophylla"
"2443","Swietenia macrophylla"
"2444","Swietenia macrophylla"
"2445","Swietenia macrophylla"
"2446","Swietenia macrophylla"
"2447","Swietenia macrophylla"
"2448","Swietenia macrophylla"
"2449","Swietenia macrophylla"
"2450","Swietenia macrophylla"
"2451","Swietenia macrophylla"
"2452","Swietenia macrophylla"
"2453","Swietenia macrophylla"
"2454","Swietenia macrophylla"
"2455","Swietenia macrophylla"
"2456","Swietenia macrophylla"
"2457","Swietenia macrophylla"
"2458","Swietenia macrophylla"
"2459","Amburana cearensis"
"2460","Amburana cearensis"
"2461","Amburana cearensis"
"2462","Amburana cearensis"
"2463","Amburana cearensis"
"2464","Amburana cearensis"
"2465","Amburana cearensis"
"2466","Amburana cearensis"
"2467","Amburana cearensis"
"2468","Amburana cearensis"
"2469","Amburana cearensis"
"2470","Amburana cearensis"
"2471","Amburana cearensis"
"2472","Amburana cearensis"
"2473","Amburana cearensis"
"2474","Amburana cearensis"
"2475","Amburana cearensis"
"2476","Amburana cearensis"
"2477","Amburana cearensis"
"2478","Amburana cearensis"
"2479","Amburana cearensis"
"2480","Amburana cearensis"
"2481","Amburana cearensis"
"2482","Amburana cearensis"
"2483","Amburana cearensis"
"2484","Amburana cearensis"
"2485","Amburana cearensis"
"2486","Amburana cearensis"
"2487","Amburana cearensis"
"2488","Amburana cearensis"
"2489","Amburana cearensis"
"2490","Amburana cearensis"
"2491","Amburana cearensis"
"2492","Amburana cearensis"
"2493","Amburana cearensis"
"2494","Amburana cearensis"
"2495","Amburana cearensis"
"2496","Amburana cearensis"
"2497","Amburana cearensis"
"2498","Amburana cearensis"
"2499","Amburana cearensis"
"2500","Amburana cearensis"
"2501","Amburana cearensis"
"2502","Amburana cearensis"
"2503","Amburana cearensis"
"2504","Amburana cearensis"
"2505","Amburana cearensis"
"2506","Amburana cearensis"
"2507","Amburana cearensis"
"2508","Amburana cearensis"
"2509","Amburana cearensis"
"2510","Amburana cearensis"
"2511","Amburana cearensis"
"2512","Amburana cearensis"
"2513","Amburana cearensis"
"2514","Amburana cearensis"
"2515","Amburana cearensis"
"2516","Amburana cearensis"
"2517","Cariniana micrantha"
"2518","Cariniana micrantha"
"2519","Cariniana micrantha"
"2520","Cariniana micrantha"
"2521","Cariniana micrantha"
"2522","Cariniana micrantha"
"2523","Cariniana micrantha"
"2524","Cariniana micrantha"
"2525","Cariniana micrantha"
"2526","Cariniana micrantha"
"2527","Cariniana micrantha"
"2528","Cariniana micrantha"
"2529","Cariniana micrantha"
"2530","Cariniana micrantha"
"2531","Cariniana micrantha"
"2532","Cariniana micrantha"
"2533","Cariniana micrantha"
"2534","Cariniana micrantha"
"2535","Cariniana micrantha"
"2536","Cariniana micrantha"
"2537","Cariniana micrantha"
"2538","Cariniana micrantha"
"2539","Cariniana micrantha"
"2540","Cariniana micrantha"
"2541","Cariniana micrantha"
"2542","Cariniana micrantha"
"2543","Cariniana micrantha"
"2544","Cariniana micrantha"
"2545","Cariniana micrantha"
"2546","Cariniana micrantha"
"2547","Cariniana micrantha"
"2548","Cariniana micrantha"
"2549","Cariniana micrantha"
"2550","Cariniana micrantha"
"2551","Cariniana micrantha"
"2552","Cariniana micrantha"
"2553","Cariniana micrantha"
"2554","Cariniana micrantha"
"2555","Cariniana micrantha"
"2556","Cariniana micrantha"
"2557","Cariniana micrantha"
"2558","Cariniana micrantha"
"2559","Cariniana micrantha"
"2560","Cariniana micrantha"
"2561","Cariniana micrantha"
"2562","Cariniana micrantha"
"2563","Cariniana micrantha"
"2564","Cariniana micrantha"
"2565","Cariniana micrantha"
"2566","Cariniana micrantha"
"2567","Cariniana micrantha"
"2568","Cariniana micrantha"
"2569","Cariniana micrantha"
"2570","Cariniana micrantha"
"2571","Cariniana micrantha"
"2572","Cariniana micrantha"
"2573","Cariniana micrantha"
"2574","Cariniana micrantha"
"2575","Cariniana micrantha"
"2576","Cariniana micrantha"
"2577","Cariniana micrantha"
"2578","Cariniana micrantha"
"2579","Cariniana micrantha"
"2580","Cariniana micrantha"
"2581","Cariniana micrantha"
"2582","Cariniana micrantha"
"2583","Cariniana micrantha"
"2584","Cariniana micrantha"
"2585","Cariniana micrantha"
"2586","Cariniana micrantha"
"2587","Acosmium sp."
"2588","Acosmium sp."
"2589","Acosmium sp."
"2590","Astronium fraxinifolium"
"2591","Astronium fraxinifolium"
"2592","Astronium fraxinifolium"
"2593","Byrsonima coccolobifolia"
"2594","Byrsonima coccolobifolia"
"2595","Byrsonima coccolobifolia"
"2596","Curatella americana"
"2597","Curatella americana"
"2598","Eriotheca gracilipes"
"2599","Eriotheca gracilipes"
"2600","Eriotheca gracilipes"
"2601","Eriotheca gracilipes"
"2602","Eriotheca gracilipes"
"2603","Eriotheca gracilipes"
"2604","Eriotheca gracilipes"
"2605","Eriotheca gracilipes"
"2606","Erythroxylum suberosum"
"2607","Erythroxylum suberosum"
"2608","Erythroxylum suberosum"
"2609","Erythroxylum suberosum"
"2610","Erythroxylum suberosum"
"2611","Erythroxylum suberosum"
"2612","Erythroxylum suberosum"
"2613","Erythroxylum suberosum"
"2614","Erythroxylum suberosum"
"2615","Erythroxylum suberosum"
"2616","Erythroxylum suberosum"
"2617","Lafoensia pacari"
"2618","Lafoensia pacari"
"2619","Lafoensia pacari"
"2620","Piptocarpha rotundifolia"
"2621","Plathymenia reticulata"
"2622","Pouteria torta"
"2623","Pouteria torta"
"2624","Pouteria torta"
"2625","Pterodon emarginatus"
"2626","Pterodon emarginatus"
"2627","Pterodon emarginatus"
"2628","Pterodon emarginatus"
"2629","Qualea grandiflora"
"2630","Qualea grandiflora"
"2631","Qualea grandiflora"
"2632","Qualea grandiflora"
"2633","Qualea grandiflora"
"2634","Qualea grandiflora"
"2635","Qualea grandiflora"
"2636","Qualea grandiflora"
"2637","Qualea grandiflora"
"2638","Qualea grandiflora"
"2639","Qualea grandiflora"
"2640","Qualea grandiflora"
"2641","Qualea grandiflora"
"2642","Qualea grandiflora"
"2643","Qualea grandiflora"
"2644","Qualea grandiflora"
"2645","Qualea grandiflora"
"2646","Qualea grandiflora"
"2647","Qualea parviflora"
"2648","Qualea parviflora"
"2649","Qualea parviflora"
"2650","Qualea parviflora"
"2651","Qualea parviflora"
"2652","Qualea parviflora"
"2653","Qualea parviflora"
"2654","Qualea parviflora"
"2655","Qualea parviflora"
"2656","Qualea parviflora"
"2657","Qualea parviflora"
"2658","Qualea parviflora"
"2659","Qualea parviflora"
"2660","Qualea parviflora"
"2661","Qualea parviflora"
"2662","Qualea parviflora"
"2663","Qualea parviflora"
"2664","Qualea parviflora"
"2665","Qualea parviflora"
"2666","Qualea parviflora"
"2667","Qualea parviflora"
"2668","Qualea parviflora"
"2669","Qualea parviflora"
"2670","Qualea parviflora"
"2671","Qualea parviflora"
"2672","Qualea parviflora"
"2673","Qualea parviflora"
"2674","Qualea parviflora"
"2675","Qualea parviflora"
"2676","Qualea parviflora"
"2677","Qualea parviflora"
"2678","Qualea parviflora"
"2679","Qualea parviflora"
"2680","Qualea parviflora"
"2681","Qualea parviflora"
"2682","Qualea parviflora"
"2683","Qualea parviflora"
"2684","Qualea parviflora"
"2685","Qualea parviflora"
"2686","Qualea parviflora"
"2687","Qualea parviflora"
"2688","Qualea parviflora"
"2689","Sclerolobium sp."
"2690","Sclerolobium sp."
"2691","Sclerolobium sp."
"2692","Sclerolobium sp."
"2693","Sclerolobium sp."
"2694","Solanum sp."
"2695","Solanum sp."
"2696","Solanum sp."
"2697","Solanum sp."
"2698","Solanum sp."
"2699","Solanum sp."
"2700","Strychnos pseudoquina"
"2701","Stryphnodendron adstringens"
"2702","Stryphnodendron adstringens"
"2703","Terminalia argentea"
"2704","Terminalia argentea"
"2705","Trema micrantha"
"2706","Trema micrantha"
"2707","Trema micrantha"
"2708","Trema micrantha"
"2709","Trema micrantha"
"2710","Trema micrantha"
"2711","Trema micrantha"
"2712","Trema micrantha"
"2713","Trema micrantha"
"2714","Trema micrantha"
"2715","Trema micrantha"
"2716","Trema micrantha"
"2717","Trema micrantha"
"2718","Trema micrantha"
"2719","Trema micrantha"
"2720","Trema micrantha"
"2721","Trema micrantha"
"2722","Ochroma pyramidale"
"2723","Ochroma pyramidale"
"2724","Ochroma pyramidale"
"2725","Ochroma pyramidale"
"2726","Ochroma pyramidale"
"2727","Ochroma pyramidale"
"2728","Ochroma pyramidale"
"2729","Ochroma pyramidale"
"2730","Ochroma pyramidale"
"2731","Ochroma pyramidale"
"2732","Ochroma pyramidale"
"2733","Ochroma pyramidale"
"2734","Ochroma pyramidale"
"2735","Ochroma pyramidale"
"2736","Ochroma pyramidale"
"2737","Ochroma pyramidale"
"2738","Ochroma pyramidale"
"2739","Ochroma pyramidale"
"2740","Cecropia ficifolia"
"2741","Cecropia ficifolia"
"2742","Cecropia ficifolia"
"2743","Cecropia ficifolia"
"2744","Cecropia ficifolia"
"2745","Cecropia ficifolia"
"2746","Cecropia ficifolia"
"2747","Cecropia ficifolia"
"2748","Cecropia ficifolia"
"2749","Cecropia ficifolia"
"2750","Cecropia ficifolia"
"2751","Cecropia ficifolia"
"2752","Cecropia ficifolia"
"2753","Cecropia ficifolia"
"2754","Cecropia ficifolia"
"2755","Cecropia ficifolia"
"2756","Cecropia ficifolia"
"2757","Couratari guianensis"
"2758","Couratari guianensis"
"2759","Couratari guianensis"
"2760","Couratari guianensis"
"2761","Couratari guianensis"
"2762","Couratari guianensis"
"2763","Couratari guianensis"
"2764","Couratari guianensis"
"2765","Couratari guianensis"
"2766","Couratari guianensis"
"2767","Couratari guianensis"
"2768","Couratari guianensis"
"2769","Couratari guianensis"
"2770","Couratari guianensis"
"2771","Couratari guianensis"
"2772","Couratari guianensis"
"2773","Couratari guianensis"
